"duplicate_id","author","year","journal","doi","title","abstract","label","source","pages","volume","number","isbn","record_ids"
"sr2_original_14","Kontogianni K.Cubas-Atienzar A. I.Wooding D.Buist K.Thompson C. R.Williams C. T.Baldwin L.Escadafal C.Sacks J. A.Adams E. R.Edwards T.",NA,"","10.1016/j.jinf.2021.05.033","Lateral flow antigen tests can sensitively detect live cultured virus of the SARS-CoV-2 B1.1.7 lineage",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_14,sr2_nk_251"
"sr2_original_19","Mojsoska B.Larsen S.Olsen D. A.Madsen
J. S.Brandslund I.Alatraktchi F. A.",NA,"","10.3390/s21020390","Rapid SARS-CoV-2 Detection Using Electrochemical Immunosensor",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_19,sr2_nk_200"
"sr2_original_20","Pirovano G.Ordonez A. A.Jain S. K.Reiner
T.Carroll L. S.Pillarsetty N. V. K.",NA,"","10.1016/j.nucmedbio.2021.05.002","Rapid detection of SARS-CoV-2 using a radiolabeled antibody",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_20,sr2_nk_252"
"sr2_original_21","Pollock N. R.Savage T. J.Wardell H.Lee R. A.Mathew A.Stengelin M.Sigal G. B.",NA,"","10.1128/jcm.03077-20","Correlation of SARS-CoV-2 Nucleocapsid Antigen and RNA Concentrations in Nasopharyngeal Samples from Children and Adults Using an Ultrasensitive and Quantitative Antigen Assay",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_21,sr2_nk_591"
"sr2_original_23","Ricks S.Kendall E. A.Dowdy D. W.Sacks J. A.Schumacher S. G.Arinaminpathy N.",NA,"","10.1186/s12916-021-01948-z","Quantifying the potential value of antigen-detection rapid diagnostic tests for COVID- 19: a modelling analysis",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_23,sr2_nk_151"
"sr2_original_24","Rusanen J.Kareinen L.Szirovicza L.U?urlu H.Levanov L.J��skel�inen A.Ahava M.Kurkela S.Saksela K.Hedman K.Vapalahti O.Hepojoki J.",NA,"","10.1128/mbio.00902-21","A Generic, Scalable, and Rapid Time-Resolved F�rster Resonance Energy Transfer- Based Assay for Antigen Detection-SARS-CoV-2 as a Proof of Concept",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_24,sr2_nk_271,sr2_original_24,sr2_nk_960"
"sr2_original_30","Zaher K. S.El-Dabae W. H.El-Sebelgy M.
M.Aly N. I.Salama Z. T.",NA,"","10.14202/vetworld.2020.326-333","Genotyping and phylogenetic analysis of canine parvovirus circulating in Egypt",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_30,sr2_nk_1031"
"sr2_original_31","Zheng W.",NA,"","10.1002/prot.26027","Predicting cryptic ligand binding sites based on normal modes guided conformational sampling",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_31,sr2_nk_26"
"sr2_original_34","N. Adnan; S. S. Khandker; A. Haq; M. A. Chaity; A. Khalek; A. Q. Nazim; T. Kaitsuka; K. Tomizawa; M. Mie; E. Kobatake; S. Ahmed; N. A. A. Ali; M. U.
Khondoker; M. Haque; M. R. Jamiruddin",NA,"","10.1080/14787210.2021.1976144","Detection of SARS-CoV-2 by antigen ELISA test is highly swayed by viral load and sample storage condition",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_34,sr2_nk_338"
"sr2_original_35","P. Akarapipad; K. Kaarj; L. E. Breshears;
K. Sosnowski; J. Baker; B. T. Nguyen; C. Eades; J. L. Uhrlaub; G. Quirk; J. Nikolich- �ugich; M. Worobey; J. Y. Yoon",NA,"","10.1016/j.bios.2022.114192","Smartphone-based sensitive detection of SARS-CoV-2 from saline gargle samples via flow profile analysis on a paper microfluidic chip",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_35,sr2_nk_535"
"sr2_original_36","H. R. Boehringer; B. J. O'Farrell",NA,"","10.1093/clinchem/hvab194","Lateral Flow Assays in Infectious Disease Diagnosis",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_36,sr2_nk_413"
"sr2_original_38","A. I. Cubas-Atienzar; K. Kontogianni; T. Edwards; D. Wooding; K. Buist; C. R. Thompson; C. T. Williams; E. I. Patterson;
G. L. Hughes; L. Baldwin; C. Escadafal; J.
A. Sacks; E. R. Adams",NA,"","10.1038/s41598-021-97489-9","Limit of detection in different matrices of 19 commercially available rapid antigen tests for the detection of SARS-CoV-2",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_38,sr2_nk_327"
"sr2_original_39","E. Frew; D. Roberts; S. Barry; M. Holden;
A. Restell Mand; E. Mitsock; E. Tan; W. Yu;
J. Skog",NA,"","10.1038/s41598-021-02128-y","A SARS-CoV-2 antigen rapid diagnostic test for resource limited settings",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_39,sr2_nk_440"
"sr2_original_41","M. Hled�k; J. Polechov�; M. Beiglb�ck; A.
N. Herdina; R. Strassl; M. Posch",NA,"","10.1371/journal.pone.0255267","Analysis of the specificity of a COVID-19 antigen test in the Slovak mass testing program",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_41,sr2_nk_383"
"sr2_original_42","M. Homza; H. Zelena; J. Janosek; H. Tomaskova; E. Jezo; A. Kloudova; J. Mrazek; V. Murinova; R. Madar",NA,"","10.3390/diagnostics11091567","Performance of seven sars-cov-2 self-tests based on saliva, anterior nasal and nasopharyngeal swabs corrected for infectiousness in real-life conditions: A cross- sectional test accuracy study",NA,"original_ft_exclude, nk_ft_include","original,nk",NA,NA,NA,NA,"sr2_original_42,sr2_nk_904"
"sr2_original_43","Y. Kyosei; M. Namba; S. Yamura; S. Watabe; T. Yoshimura; T. Sasaki; T. Shioda; E. Ito",NA,"","10.1248/bpb.b21-00387","Improved Detection Sensitivity of an Antigen Test for SARS-CoV-2 Nucleocapsid Proteins with Thio-NAD Cycling",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_43,sr2_nk_235"
"sr2_original_44","L. Liv; G. �oban; N. Nakibo?lu; T. Kocag�z",NA,"","10.1016/j.bios.2021.113497","A rapid, ultrasensitive voltammetric biosensor for determining SARS-CoV-2 spike protein in real samples",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_44,sr2_nk_399"
"sr2_original_47","Y. Po Chin; W. Song; M. M. Islam; D. W.
Bates; L. Zhou; Y. Chuan Li",NA,"","10.1016/j.cmpb.2022.106715","Sequential coupling of dry and wet COVID-19 screening to reduce the number of
quarantined individuals",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_47,sr2_nk_548"
"sr2_original_48","S. Realegeno; S. Hash; C. Wong; R. Liu; J. Shepherd; R. T. Schooley; D. A. Lipson; F. Fung; S. Menon; D. T. Pride",NA,"","10.1128/spectrum.00392-21","Molecular Mirror Technology Facilitates High-Throughput, Accurate SARS-CoV-2 Testing",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_48,sr2_nk_350"
"sr2_original_49","Y. Sakai-Tagawa; S. Yamayoshi; P. J. Halfmann; Y. Kawaoka",NA,"","10.3390/v13112183","Comparative Sensitivity of Rapid Antigen Tests for the Delta Variant (B.1.617.2) of SARS-CoV-2",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_49,sr2_nk_442"
"sr2_original_52","A. Sisay; S. Hartnack; A. Tiruneh; Y. Desalegn; A. Tesfaye; A. F. Desta",NA,"","10.1101/2022.04.25.22274285","Evaluating diagnostic accuracies of Panbio� COVID-19 rapid antigen test and RT- PCR for the detection of SARS-CoV-2 in Addis Ababa, Ethiopia using Bayesian Latent-Class Models (BLCM)",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_52,sr2_nk_640"
"sr2_original_53","J. Tembo; N. F. Egbe; K. Maluzi; K. Mulonga; M. Chilufya; N. Kapata; V. Mukonka; E. Simulundu; A. Zumla; S. Fwoloshi; L. Mulenga; S. R. Pallerla; T. P. Velavan; M. Bates",NA,"","10.1016/j.ijid.2022.04.017","Evaluation of SARS-CoV-2 diagnostics and risk factors associated with SARS-CoV-2 infection in Zambia",NA,"original_ft_exclude, nk_ft_include","original,nk",NA,NA,NA,NA,"sr2_original_53,sr2_nk_533"
"sr2_original_56","G. Visci; C. Zunarelli; F. Violante; P. Boffetta",NA,"","10.23749/mdl.v112i5.12097","Application of SARS-CoV-2 Antigenic Test in asymptomatic workers: sensitivity and specificity of the test",NA,"original_ft_exclude, nk_ft_include","original,nk",NA,NA,NA,NA,"sr2_original_56,sr2_nk_466"
"sr2_original_57","B. Casati; J. P. Verdi; A. Hempelmann; M. Kittel; A. G. Klaebisch; B. Meister; S. Welker; S. Asthana; S. Di Giorgio; P. Boskovic; K. H. Man; M. Schopp; P. A. Ginno; B. Radlwimmer; C. E. Stebbins; T. Miethke; F. N. Papavasiliou; R. Pecori",NA,"","10.1038/s41467-022-30862-y","Rapid, adaptable and sensitive Cas13-based COVID-19 diagnostics using ADESSO",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_57,sr2_nk_493"
"sr2_original_58","F. Colavita; F. Vairo; S. Meschi; M. B. Valli;
E. Lalle; C. Castilletti; D. Fusco; G. Spiga;
P. Bartoletti; S. Ursino; M. Sanguinetti; A. Di Caro; F. Vaia; G. Ippolito; M. R. Capobianchi",NA,"","10.3390/biom11030425","Covid-19 rapid antigen test as screening strategy at points of entry: Experience in lazio region, central italy, august�october 2020",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_58,sr2_nk_126"
"sr2_original_59","A. Slynko",NA,"","10.1016/j.mbs.2021.108729","Assessing the accuracy of an imperfect dichotomous test in a multiple testing context",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_59,sr2_nk_454"
"sr2_original_60","C. Hartard; S. Berger; T. Josse; E.
Schvoerer; H. Jeulin",NA,"","10.1515/cclm-2021-0569","Performance evaluation of an automated SARS-CoV-2 Ag test for the diagnosis of
COVID-19 infection on nasopharyngeal swabs",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_60,sr2_nk_380"
"sr2_original_70","Eissa S.Alhadrami H. A.Al-Mozaini M.Hassan A. M.Zourob M.",NA,"","10.1007/s00604-021-04867-1","Voltammetric-based immunosensor for the detection of SARS-CoV-2 nucleocapsid antigen",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_70,sr2_nk_258"
"sr2_original_74","Gupta A.Anand A.Jain N.Goswami S.Ananthraj A.Patil S.Singh R.Kumar A.Shrivastava T.Bhatnagar S.Medigeshi G. R.Sharma T. K.",NA,"","10.1016/j.omtn.2021.06.014","A novel G-quadruplex aptamer-based spike trimeric antigen test for the detection of SARS-CoV-2",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_74,sr2_nk_224"
"sr2_original_76","Koller G.Morrell A. P.Gal�o R. P.Pickering S.MacMahon E.Johnson J.Ignatyev K.Neil
S. J. D.Elsharkawy S.Fleck R.Machado P.
M. P.Addison O.",NA,"","10.1021/acsami.1c04283","More than the Eye Can See: Shedding New Light on SARS-CoV-2 Lateral Flow Device-Based Immunoassays",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_76,sr2_nk_255"
"sr2_original_77","Kotsiou O. S.Papagiannis D.Fradelos E. C.Perlepe G.Miziou A.Siachpazidou D. S.Gourgoulianis K. I.",NA,"","10.3390/jcm10132765","Understanding covid-19 epidemiology and implications for control: The experience from a greek semi-closed community",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_77,sr2_nk_583"
"sr2_original_80","Mavrikou S.Moschopoulou G.Tsekouras
V.Kintzios S.",NA,"","10.3390/s20113121","Development of a Portable, Ultra-Rapid and Ultra-Sensitive Cell-Based Biosensor for
the Direct Detection of the SARS-CoV-2 S1 Spike Protein Antigen",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_80,sr2_nk_92"
"sr2_original_82","Thommes L.Burkert F. R.�ttl K. W.Goldin D.Loacker L.Lanser L.Griesmacher A.Theurl I.Weiss G.Bellmann-Weiler R.",NA,"","10.1016/j.ijid.2021.02.052","Comparative evaluation of four SARS-CoV-2 antigen tests in hospitalized patients",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_82,sr2_nk_917"
"sr2_original_86","L. S. Finch; A. Harris; C. Lester; D. Veal; K. Jones; J. Fulton; L. Jones; M. Lee; T. Walker; M. Rossiter; M. Cross; S. Kemp; T. Fletcher; E. R. Adams",NA,"","10.1016/j.jinf.2021.12.037","Implementation study of SARS-CoV-2 antigen lateral flow tests in men's professional (Premiership) rugby union sports squads in England during the COVID-19 pandemic",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_86,sr2_nk_412"
"sr2_original_89","J. Love; M. T. Wimmer; D. J. A. Toth; A. Chandran; D. Makhija; C. K. Cooper; M. H. Samore; L. T. Keegan",NA,"","10.1371/journal.pone.0253407","Comparison of antigen- and RT-PCR-based testing strategies for detection of SARS- CoV-2 in two high-exposure settings",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_89,sr2_nk_336"
"sr2_original_90","G. C. K. Mak; S. S. M. Au; M. C. W. Yeung;
D. M. W. Lau; K. K. S. Lau; K. H. L. Ng; E.
T. K. Lam; R. C. W. Chan; C. Y. M. Fan",NA,"","10.1002/jmv.27369","Evaluation of rapid antigen detection test for individuals at risk of SARS-CoV-2 under quarantine",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_90,sr2_nk_704"
"sr2_original_92","A. S. Sagna; A. G. Seydi; M. M. Gueye; M.
T. A. Fall; J. M. Mansuy",NA,"","10.1097/jom.0000000000002496","Contribution of COVID Antigenic RDT to the Management Strategy of COVID-19
Pandemic in a Senegalese Company",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_92,sr2_nk_552"
"sr2_original_96","Akingba Oluwakemi Laguda Sprong Kaitlin Marais Gert Hardie Diana Ruth",NA,"","10.1016/j.jcvp.2021.100013","Field performance evaluation of the PanBio rapid SARS-CoV-2 antigen assay in an epidemic driven by the B.1.351 variant in the Eastern Cape, South Africa",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_96,sr2_nk_937"
"sr2_original_97","Albert E.Torres I.Bueno F.Huntley D.Molla E.Fern�ndez-Fuentes M�Mart�nez M.Poujois S.Forqu� L.Valdivia A.Solano de la Asunci�n C.Ferrer J.Colomina J.Navarro D.",NA,"","10.1016/j.cmi.2020.11.004","Field evaluation of a rapid antigen test (Panbio� COVID-19 Ag Rapid Test Device) for COVID-19 diagnosis in primary healthcare centres",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_97,sr2_nk_34,sr2_original_97,sr2_nk_959"
"sr2_original_98","Basile L.Guadalupe-Fern�ndez V.Valdivia Guijarro M.Martinez Mateo A.Ciruela Navas P.Mendioroz Pe�a J.The Epidemiological Surveillance Network Of Catalonia",NA,"","10.3390/v13050908","Diagnostic Performance of Ag-RDTs and NAAT for SARS-CoV2 Identification in Symptomatic Patients in Catalonia",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_98,sr2_nk_249"
"sr2_original_99","Berger A.Nsoga M. T. N.Perez-Rodriguez
F. J.Aad Y. A.Sattonnet-Roche P.Gayet- Ageron A.Jaksic C.Torriani G.Boehm E.Kronig I.Sacks J. A.de Vos M.Bausch F. J.Chappuis F.Renzoni A.Kaiser L.Schibler
M.Eckerle I.",NA,"","10.1371/journal.pone.0248921","Diagnostic accuracy of two commercial SARS-CoV-2 antigen-detecting rapid tests at the point of care in community-based testing centers",NA,"original_ft_exclude, nk_ft_include","original,nk",NA,NA,NA,NA,"sr2_original_99,sr2_nk_130"
"sr2_original_100","Bianco G.Boattini M.Barbui A. M.Scozzari G.Riccardini F.Coggiola M.Lupia E.Cavallo R.Costa C.",NA,"","10.1016/j.jcv.2021.104838","Evaluation of an antigen-based test for hospital point-of-care diagnosis of SARS-CoV- 2 infection",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_100,sr2_nk_288"
"sr2_original_101","Bornemann LKaup O.Kleideiter J.Panning M.Ruprecht B.Wehmeier M",NA,"","10.1016/j.jcv.2021.104854","Real-life evaluation of the Sofia SARS-CoV-2 antigen assay in a large tertiary care hospital",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_101,sr2_nk_256"
"sr2_original_103","Ciotti M.Maurici M.Pieri M.Andreoni M.Bernardini S.",NA,"","10.1002/jmv.26830","Performance of a rapid antigen test in the diagnosis of SARS-CoV-2 infection",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_103,sr2_nk_184"
"sr2_original_104","Di Domenico M.De Rosa A.Di Gaudio F.Internicola P.Bettini C.Salzano N.Castrianni D.Marotta A.Boccellino M.",NA,"","10.3390/ijerph18126310","Diagnostic Accuracy of a New Antigen Test for SARS-CoV-2 Detection",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_104,sr2_nk_219"
"sr2_original_105","Drain PK Ampajwala M",NA,"","10.7326/acpj202107200-082","In adults and children, a rapid POC antigen test for COVID-19 (LumiraDx) had ?97% sensitivity and specificity vs. RT-PCR",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_105,sr2_nk_215"
"sr2_original_106","Drain P. K.Ampajwala M.Chappel C.Gvozden A. B.Hoppers M.Wang M.Rosen R.Young S.Zissman E.Montano M.",NA,"","10.1007/s40121-021-00413-x","A Rapid, High-Sensitivity SARS-CoV-2 Nucleocapsid Immunoassay to Aid Diagnosis of Acute COVID-19 at the Point of Care: A Clinical Performance Study",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_106,sr2_nk_988"
"sr2_original_107","Favresse J.Gillot C.Oliveira M.Cadrobbi J.Elsen M.Eucher C.Laffineur K.Rosseels C.Van Eeckhoudt S.Nicolas J. B.Morimont
L.Dogn� J. M.Douxfils J.",NA,"","10.3390/jcm10020265","Head-to-head comparison of rapid and automated antigen detection tests for the diagnosis of SARS-CoV-2 infection",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_107,sr2_nk_949"
"sr2_original_108","Ford L.Lee C.Pray I. W.Cole D.Bigouette J. P.Abedi G. R.Bushman D.Delahoy M. J.Currie D. W.Cherney B.Kirby M.Fajardo G.Caudill M.Langolf K.Kahrs J.Zochert T.Kelly P.Pitts C.Lim A.Aulik N.Tamin
A.Harcourt J. L.Queen K.Zhang J.Whitaker
B.Browne H.Medrzycki M.Shewmaker P.Bonenfant G.Zhou B.Folster J.Bankamp B.Bowen M. D.Thornburg N. J.Goffard K.Limbago B.Bateman A.Tate J. E.Gieryn D.Kirking H. L.Westergaard R.Killerby M.",NA,"","10.1093/cid/ciab303","Epidemiologic characteristics associated with SARS-CoV-2 antigen-based test results, rRT-PCR cycle threshold values, subgenomic RNA, and viral culture results from university testing",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_108,sr2_nk_113"
"sr2_original_109","Fournier P. E.Zandotti C.Ninove L.Prudent E.Colson P.Gazin C.Million M.Tissot- Dupont H.Fenollar F.",NA,"","10.1016/j.jcv.2020.104682","Contribution of VitaPCR SARS-CoV-2 to the emergency diagnosis of COVID-19",NA,"original_ft_exclude, nk_tiab_exclude","original,nk",NA,NA,NA,NA,"sr2_original_109,sr2_nk_40"
"sr2_original_110","Gremmels H.Winkel B. M. F.Schuurman R.Rosingh A.Rigter N. A. M.Rodriguez O.Ubijaan J.Wensing A. M. J.Bonten M. J. M.Hofstra L. M.",NA,"","10.1016/j.eclinm.2020.100677","Real-life validation of the Panbio� COVID-19 antigen rapid test (Abbott) in community-dwelling subjects with symptoms of potential SARS-CoV-2 infection",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_110,sr2_nk_992"
"sr2_original_112","H�user F.Sprinzl M. F.Dreis K. J.Renzaho A.Youhanen S.Kremer W. M.Podlech J.Galle P. R.Lackner K. J.Rossmann H.Lemmermann N. A.",NA,"","10.1007/s00430-021-00706-5","Evaluation of a laboratory-based high-throughput SARS-CoV-2 antigen assay for non- COVID-19 patient screening at hospital admission",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_112,sr2_nk_108"
"sr2_original_113","Itoh K.Kawamitsu T.Osaka Y.Sato K.Suzuki Y.Kiriba C.Saito Y.Hirose R.Ichihara H.Saito M.Mitsuke Y.Kuzumi K.Miyashita H.Tsutani H.",NA,"","10.1016/j.jiac.2021.03.011","False positive results in severe acute respiratory coronavirus 2 (SARS-CoV-2) rapid antigen tests for inpatients",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_113,sr2_nk_125"
"sr2_original_114","James Allison E.Gulley TrentKothari AtulHolder KaseyGarner KelleyPatil Naveen",NA,"","10.1017/ice.2021.20","Performance of the BinaxNOW coronavirus disease 2019 (COVID-19) Antigen Card test relative to the severe acute respiratory coronavirus virus 2 (SARS-CoV-2) real- time reverse transcriptase polymerase chain reaction (rRT-PCR) assay among symptomatic and asymptomatic healthcare employees",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_114,sr2_nk_191"
"sr2_original_115","Kolwijck E.Brouwers-Boers M.Broertjes J.van Heeswijk K.Runderkamp N.Meijer A.Hermans M. H. A.Leenders A. C. A. P.",NA,"","10.1016/j.infpip.2021.100142","Validation and implementation of the Panbio COVID-19 Ag rapid test for the diagnosis of SARS-CoV-2 infection in symptomatic hospital healthcare workers",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_115,sr2_nk_386"
"sr2_original_116","Landaas E. T.Storm M. L.Toll�nes M. C.Barlinn R.Kran A. B.Bragstad K.Christensen A.Andreassen T.",NA,"","10.1016/j.jcv.2021.104789","Diagnostic performance of a SARS-CoV-2 rapid antigen test in a large, Norwegian cohort",NA,"original_ft_exclude, nk_ft_exclude","original,nk",NA,NA,NA,NA,"sr2_original_116,sr2_nk_143"
