StudyId,Title,Authors,PublicationName,AlternateName,Abstract,Url,AuthorAddress,Year,PublishedBeforeOriginalSearch,Doi,ReferenceType,Keywords,PdfRelativePath,CustomId,DateTimeStudyAdded,SystematicSearchId,SystematicSearchName,InvestigatorIds,InvestigatorNames,DateTimeOfScreenings,ScreeningDecisions,ScreeningStatus
2e3a8e3c-1d9c-49e7-bb89-af34a245a86d,Accuracy of Roche SARS-CoV-2 Rapid Antigen Test in Nasopharyngeal Swab: Clinical Impression Matters,"K. Pyar, Khine Khine Su, K. Wunna, M. Thant, Kaung Myat, A. Aung, Zar Ni Htet Aung, N. L. Maung, A. Kyaw, Min Lynn Zaw Oo, Kyaw Zwa Tun, Kyaw Ko Ko Aung, K. Thu, Thein Soe Tun, Nyan Ye Oo, Chan Nyein Latt, Thida Tun, Si Thu Myint, A. P Oo, Win Ko Ko Min, Kyaw Khine Win, He Yan, Thet Mg Oo, Win Myint Tin",Journal of Biomedical Research & Environmental Sciences,,"Background: In COVID-19 pandemic, the diagnosis and treatment must be as early as possible to save the life of each patient. Moreover, screening of asymptomatic carriers, close contacts or healthy subjects must not be delay to prevent transmission to publics. For confirmation of diagnosis of SARS-CoV-2 infection, nasopharyngeal swab must be tested either by real-time Reverse Transcription Polymerase Chain Reaction (RT-PCR) tests or Rapid Antigen Test (RAT). RAT is faster, easier and cheaper; thus, it is suitable for health service in developing country. Objectives: The aim of this study was to assess the diagnostic accuracy of Roche SARS-CoV-2 Rapid Antigen Test (RAT) in diagnosing SARS-CoV-2 infection.  Methods: Hospital based exploratory study was done in out-patient department and fever clinic, and molecular laboratory of No. (1) Defence Services General Hospital. Nasopharyngeal swabs were taken, and the Roche SARS- CoV-2 RAT was conducted in parallel with RT-PCR test (reference standard).  Results: Among the 932 patients/subjects recruited, RT-PCR was positive in 468 individuals, corresponding to a prevalence of 50.2%. The RAT was positive in 363 patients (60.4%), false positive in 120 patients; it was negative in 569 individuals (39.6%), false negative in 225 patients. The overall sensitivity of the RAT was 51.9% (95% Confidence Interval [CI] 47.29-56.53) and, the specificity was 74.1% (95% CI 69.9-78.07); positive predictive value was 66.9% and negative predictive value was 60.5%. The sensitivity varied with Ct value; 78% in clinical samples with Ct values < 20, 57.5% in those with Ct values between 21 and 25, 41.8% in samples with Ct values between 26 and 30, and, 36.4% in samples with Ct value > 30.  Conclusion: The accuracy of the SARS-CoV-2 Roche RAT in diagnosing SARS-CoV-2 infections was inferior to RT-PCR and manufacturerâ€™s data. The sensitivity was with low Cycle threshold values < 20 which were inversely related to the viral load. RAT test should be used in association with clinical impression of physicians. In hospital setting especially in emergency department, the role of RAT should be reconsidered in those patients presenting with anosmia and some cases of dyspnoea, late symptoms in the course of disease, as the RAT results would be false negative. Other errors may arise if the operator for RAT has to handle more than recommended tests per hour especially in the peak of epidemics.",,,2021,TRUE,10.37871/jbres1334,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,6432ced2-e8af-4e33-a28f-368c927c5445;693ff678-f429-46bd-930a-439117565d93;429acf97-29e8-4ee6-9680-bbcb8847af89,Katarzyna Stefanska;Harris Khalid;Charis Wong,2025-08-09 19:07:04;2025-08-11 00:28:19;2025-08-13 23:25:10,Included;Excluded;Included,Included
f45df309-031c-4d86-9c52-a6561af2db22,Accuracy ofÂ theÂ MologicÂ COVID-19Â rapidÂ antigenÂ test: a prospective multi-centreÂ analytical and clinical evaluation,"A. Cubas-Atienzar, Fiona Bell, R. Byrne, K. Buist, David J Clark, M. Cocozza, Andrea M. Collins, Luis E. Cuevas, A. Duvoix, N. Easom, T. Edwards, Daniella M. Ferreira, Tom Fletcher, Elisabetta Groppelli, A. Hyder-Wright, Ewelina Kadamus, D. Kirwan, K. Kontogianni, Sanjeev Krishna, Diana Kluczna, Julian Mark, J. Mensah-Kane, E. Miller, E. Mitsi, D. Norton, E. O'Connor, S. Owen, Tim Planche, S. Shelley, H. Staines, David Tate, C. R. Thompson, Gemma Walker, C. Williams, D. Wooding, J. R. Fitchett, Emily R Adams",Wellcome Open Research,,"Background: The coronavirus disease 2019 (COVID-19) pandemic has highlighted the reliance on antigen detection rapid diagnostic tests (Ag-RDTs). Their evaluation at point of use is a priority. Methods: Here, we report a multi-centre evaluation of the analytical sensitivity, specificity, and clinical accuracy of the Mologic COVID-19 Ag-RDT by comparing to reverse transcriptase polymerase chain reaction (RT-qPCR) results from individuals with and without COVID-19 symptoms. Participants had attended hospitals in Merseyside, hospital and ambulance services in Yorkshire, and drive-through testing facilities in Northumberland, UK. Results: The limit of detection of the Mologic COVID-19 Ag-RDT was 5.0 x 102 pfu/ml in swab matrix with no cross-reactivity and interference for any other pathogens tested. A total of 347 participants were enrolled from 26th of November 2020 to 15th of February 2021 with 39.2% (CI 34.0-44.6) testing RT-qPCR positive for SARS-CoV-2. The overall sensitivity and specificity of the Mologic Ag-RDT compared to the reference SARS-CoV-2 RT-qPCR were 85.0% (95% CI 78.3-90.2) and 97.8% (95.0-99.3), respectively. Sensitivity was stratified by RT-qPCR cycle threshold (Ct) and 98.4% (91.3-100) of samples with a Ct less than 20 and 93.2% (86.5-97.2) of samples with a Ct less than 25 were detected using the Ag-RDT. Clinical accuracy was stratified by sampling strategy, swab type and clinical presentation. Mologic COVID-19 Ag-RDT demonstrated highest sensitivity with nose/throat swabs compared with throat or nose swabs alone; however, the differences were not statistically significant. Conclusions: Overall, the Mologic test had high diagnostic accuracy across multiple different settings, different demographics, and on self-collected swab specimens. These findings suggest the Mologic rapid antigen test may be deployed effectively across a range of use settings.",,,2021,TRUE,10.12688/WELLCOMEOPENRES.16842.1,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,693ff678-f429-46bd-930a-439117565d93;6432ced2-e8af-4e33-a28f-368c927c5445;429acf97-29e8-4ee6-9680-bbcb8847af89,Harris Khalid;Katarzyna Stefanska;Charis Wong,2025-08-11 00:35:14;2025-08-11 14:51:01;2025-08-14 16:52:51,Excluded;Included;Included,Included
4b45a5f2-cf56-433c-84d6-d483a1cefb32,Performance of antigenic detection of SARS-CoV-2 in nasopharyngeal samples,"C. LuncÄƒ, C. Cojocaru, I. Gurzu, F. Petrariu, E Cojocaru",medRxiv,,"AbstractObjectivesSARS-CoV-2 virus detection on nasopharyngeal specimens to infected individuals has become a challenge for the COVID-19 pandemic outbreak. We aim at comparing the performance of antigenic detection of SARS-CoV-2 in nasopharyngeal samples via an immunochromatographic method to molecular detection via qRT-PCR.Materials and Methods47 nasopharyngeal exudates were collected from suspicious COVID-19 cases. The samples were performed both via the qualitative immuno-chromatographic method for S protein detection in the SARS-CoV-2 structure, using fluorescent labelled anti-protein S antibodies and via qRT-PCR test for the qualitative detection of the screening gene E and the specific ORF1ab region of the RNA-SARS-CoV-2.ResultsThere was a fair correlation between the positive antigen tests and the positive PCR assays measured through threshold cycle ORF1ab region (Ct orf). A better correlation was obtained between the antigen test results and the Ct orf when including patients with Ct orf below 25.ConclusionsUsing antigen tests as screening tests is useful on symptomatic persons during the viral replication period, therefore during the contagious period. A positive test shows a high predictive value for infection, while a negative antigen test result via immuno-chromatography must be confirmed by a qRT-PCR test.",,,2021,TRUE,10.1101/2021.07.12.21260263,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,6432ced2-e8af-4e33-a28f-368c927c5445;693ff678-f429-46bd-930a-439117565d93,Katarzyna Stefanska;Harris Khalid,2025-08-07 18:34:00;2025-08-11 00:26:32,Included;Included,Included
e4fdef0b-6b4a-431d-ae77-494865081223,Development and Evaluation of a new Swiss Made SARS-CoV-2 antigen-detecting rapid test,Ducrest P.J ,medRxiv,,"Abstract\\n                  There is an urgent need in rapid diagnostic test (RDT) to detect antigen of SARS-CoV-2 to reduce the spread of COVID-19 outbreak. We have developed a rapid and simple point-of-care lateral flow immunoassay (LFIA) detecting nucleocapsid antigen of SARS-CoV-2 in 10 minutes. The aim of this study is to evaluate the diagnostic performance and analytical sensitivity of this RDT. RT-PCR positive nasopharyngeal swab samples (n=20) for SARS-CoV-2 and 40 negative control samples were studied. Analytical sensitivity was assessed using Gamma-irradiated SARS-CoV-2 and the limit of detection (LOD) was determined at 1.4 Ã— 10\\n                  2\\n                  TCID\\n                  50\\n                  /ml. Overall, RDT diagnostic sensitivity was 90% (95% confidence interval [95%CI]: 67-98%) and specificity 98% (95% CI: 85-100%). The sensitivity was 100% (95% CI: 75-100%) when using only samples with a RT-PCR Cycle threshold lower than 30. This antigen RDT displays a high diagnostic accuracy for SARS-CoV-2 antigen detection in high COVID-19 prevalence settings. Its use could be considered in the absence of routine RT-PCR facilities such in low-income countries.\\n",,,2021,TRUE,10.1101/2021.03.25.21252280,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,693ff678-f429-46bd-930a-439117565d93;6432ced2-e8af-4e33-a28f-368c927c5445,Harris Khalid;Katarzyna Stefanska,2025-08-11 00:41:35;2025-08-11 15:25:31,Excluded;Excluded,Excluded
c3c1bfeb-c237-4d25-99c4-99fe944fb627,An Agreement of Antigen Tests on Oral Pharyngeal Swabs or Less Invasive Testing With Reverse Transcription Polymerase Chain Reaction for Detecting SARS-CoV-2 in Adults: Protocol for a Prospective Nationwide Observational Study,"U. Schneider, J. Knudsen, A. Koch, N. Kirkby, J Lisby",JMIR Research Protocols,,"BackgroundThe SARS-CoV-2 pandemic has resulted in an unprecedented level of worldwide testing for epidemiologic and diagnostic purposes, and due to the extreme need for tests, the gold-standard Reverse Transcription Polymerase Chain Reaction (RT-PCR) testing capacity has been unable to meet the overall worldwide testing demand. Consequently, although the current literature has shown the sensitivity of rapid antigen tests (RATs) to be inferior to RT-PCR, RATs have been implemented on a large scale without solid data on performance.ObjectiveThis study will compare analytical and clinical sensitivities and specificities of 50 lateral flowâ€“ or laboratory-based RATs and 3 strand invasionâ€“based amplification (SIBA)-RT-PCR tests from 30 manufacturers to RT-PCR testing of samples obtained from the deep oropharynx. In addition, the study will compare sensitivities and specificities of the included RATs as well as RT-PCR on clinical samples obtained from the deep oropharynx, the anterior nasal cavity, saliva, the deep nasopharynx, and expired air to RT-PCR on deep oropharyngeal samples.MethodsIn the prospective part of the study, 200 individuals found SARS-CoV-2 positive and 200 individuals found SARS-CoV-2 negative by routine RT-PCR testing will be retested with each RAT, applying RT-PCR as the reference method. In the retrospective part of the study, 304 deep oropharyngeal cavity swabs divided into 4 groups based on RT-PCR quantification cycle (Cq) levels will be tested with each RAT.ResultsThe results will be reported in several papers with different aims. The first paper will report retrospective (analytical sensitivity, overall and stratified into different Cq range groups) and prospective (clinical sensitivity) data for RATs, with RT-PCR as the reference method. The second paper will report results for RAT based on anatomical sampling location. The third paper will compare different anatomical sampling locations by RT-PCR testing. The fourth paper will focus on RATs that rely on central laboratory testing. Tests from 4 different manufacturers will be compared for analytical performance data on retrospective deep oropharyngeal swab samples. The fifth paper will report the results of 4 RATs applied both as professional use and as self-tests. The last paper will report the results from 2 breath tests in the study. A comparison of sensitivity and specificity between RATs will be conducted using the McNemar test for paired samples and the chi-squared test for unpaired samples. Comparison of the positive predictive value (PPV) and negative predictive value (NPV) between RATs will be performed by the bootstrap test, and 95% CIs for sensitivity, specificity, PPV, and NPV will be calculated as bootstrap CIs.ConclusionsThe study will compare the sensitivities of a large number of RATs for SARS-CoV-2 to with those of RT-PCR and will address whether lateral flowâ€“based RATs differ significantly from laboratory-based RATs. The anatomical test locations for both RATs and RT-PCR will also be compared.Trial RegistrationClinicalTrials.gov NCT04913116; https://clinicaltrials.gov/ct2/show/NCT04913116International Registered Report Identifier (IRRID)DERR1-10.2196/35706",,,2021,TRUE,10.2196/35706,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,6432ced2-e8af-4e33-a28f-368c927c5445;693ff678-f429-46bd-930a-439117565d93,Katarzyna Stefanska;Harris Khalid,2025-08-09 08:23:35;2025-08-11 00:36:25,Excluded;Excluded,Excluded
3d3466e1-1ae1-433c-b68d-5b7f45bbe8fc,"Point of care testing using rapid automated antigen testing for SARS-COV-2 in care homes â€“ an exploratory safety, usability and diagnostic agreement evaluation","M. Micocci, P. Buckle, G. Hayward, A. Allen, Kerrie Davies, P. Kierkegaard, K. Spilsbury, Carl Thompson, A. Astle, R. Heath, C. Sharpe, Cyd Akrill, D. Lasserson, R. Perera, R. Body, A Gordon",medRxiv,,"IntroductionSuccessful adoption of POCTs (Point-of-Care tests) for COVID-19 in care homes requires the identification of ideal use cases and a full understanding of the contextual and usability factors that affect test results and minimise biosafety risks. This paper presents a scoping-usability and test performance study of a microfluidic immunofluorescence assay for COVID-19 in care homes.MethodsA mixed-methods evaluation was conducted in four UK care homes to scope usability and to assess the agreement with qRT-PCR. A dry run with luminescent dye was conducted to explore biosafety issues.ResultsThe agreement analysis was conducted on 227 asymptomatic participants (159 staff and 68 residents) and 14 symptomatic participants (5 staff and 9 residents). Asymptomatic specimens showed 50% (95% CI:1.3%âˆ’98.7%) positive agreement and 96% (95% CI: 92.5%âˆ’98.1%) negative agreement with overall prevalence and bias-adjusted Kappa (PABAK) of 0.911 (95% CI: 0.857âˆ’0.965). Symptomatic specimens showed 83.3% (95% CI: 35.9%âˆ’99.6%) positive agreement and 100% (95% CI: 63.1%âˆ’100%) negative agreement with overall prevalence and bias-adjusted Kappa (PABAK) of 0.857 (95% CI: 0.549âˆ’1). The dry run highlighted four main sources of contamination that led to the modification of the standard operating procedures. Simulation post-modification showed no further evidence of contamination.ConclusionCareful consideration of biosafety issues and contextual factors associated with care home are mandatory for safe use the POCT. Whilst POCT may have some utility for ruling out COVID-19, further diagnostic accuracy evaluations are needed to promote effective adoption.",,,2021,TRUE,10.1177/25160435211054207,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,6432ced2-e8af-4e33-a28f-368c927c5445;693ff678-f429-46bd-930a-439117565d93,Katarzyna Stefanska;Harris Khalid,2025-08-07 18:47:12;2025-08-08 19:20:27,Included;Included,Included
9fc0f8a3-5eba-4b11-aae1-6c7515b921ad,"Field performance of NowCheck Rapid antigen test for SARS-CoV-2 in Kisumu County, western Kenya","S. Onsongo, K. Otieno, S. V. Duijn, H. Barsosio, Emily R. Adams, Isdorah Akoth, Corrie M Omollo, A. K'Oloo, N. Houben, E. Milimo, R. Aroka, F. Oluoch, Albert Odhiambo, Simon K Kariuki, T. F. R. D Wit",medRxiv,,"AbstractBackgroundLow- and middle-income countries (LMICs) are increasingly adopting low-cost Coronavirus disease 2019 (COVID-19) rapid antigen tests to meet the high demand for SARS-CoV-2 testing. Whilst testing using real-time polymerase chain reaction (RT-PCR) is the current gold standard, its widespread use in LMICs is limited by high costs, turnaround times and is not readily available in most places. COVID-19 antigen tests (Ag-RDT) provide a suitable alternative due to their low cost, rapid turnaround time and easy to set up and use. This study aimed to assess the field performance of the NowCheck COVID-19 antigen kit (Ag-RDT) as a point of care test (POCT) in select healthcare facilities in western Kenya.MethodsWe conducted a prospective multi-facility field evaluation study of the NowCheck COVID-19 rapid antigen test (Ag-RDT) compared to SARS-CoV-2 RT-PCR (RT-PCR). After obtaining informed consent, trained laboratory technicians collected two pairs of oropharyngeal and nasopharyngeal swabs, both antigen and RT-PCR testing, first for Ag-RDT and next for RT-PCR. We performed Ag-RDTs on-site and shared the results with both the study participants and their healthcare providers within 15-30 minutes. We carried out all RT-PCR tests in a central referral laboratory. The turnaround time for RT-PCR results was typically 24-48 hours. We captured the results of both methods using an electronic digital application.FindingsBetween December 2020 and March 2021, we enrolled 997 participants who met the Kenyan Ministry of Health COVID-19 case definition. The median age of study participants was 39 years (range one to 80 years), with 54% male. Ag-RDT had a sensitivity of 84.5% (76.0-90.8) and a specificity of 94.4% (95% CI: 92.7-95.8) with an accuracy of 94.2% (92.5-95.6) when a cycle threshold value (Ct value) of â‰¤35 was used. The highest sensitivity of 87.7% (77.2-94.5) was observed in samples with Ct values â‰¤ 30 and the highest specificity of 97.5% (96.2-98.5) at Ct value of <40.Interpretation\\n                    The NowCheck COVID-19 Ag-RDT showed good performance in field evaluation in multiple healthcare facilities in a developing country. The sensitivity of the kit exceeded the minimum recommended cut-off of 80% as recommended by WHO\\n                    1\\n                    . The high specificity of this kit at 94.4% at Ct values â‰¤33 and 97.5% at Ct values <40 matched that of real-time PCR, making it a good rule-out test for symptomatic patients with COVID-19-like symptoms. The faster turnaround time to results, lower cost, simple analytical steps requiring no equipment or infrastructure makes antigen testing an attractive field-screening method to meet the high demand for COVID-19 testing.\\n                  FundingAchmea Foundation, Pfizer Foundation, Dimagi and the Netherlands Ministry of Foreign Affairs supported this project. The funding sources did not have any role in study design, data collection, analysis, interpretation, summarizing the data or decision to submit the manuscript for publication.",,,2021,TRUE,10.1101/2021.08.12.21261462,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,693ff678-f429-46bd-930a-439117565d93;6432ced2-e8af-4e33-a28f-368c927c5445,Harris Khalid;Katarzyna Stefanska,2025-08-09 00:57:13;2025-08-11 15:01:45,Included;Included,Included
e6a88709-141c-4281-bccc-35395269006d,Meta-analysis of the clinical performance of commercial SARS-CoV-2 nucleic acid and antibody tests up to 22 August 2020,"K. Leitmeyer, E. Broberg I. Van Walle",Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin,,"BackgroundReliable testing for SARS-CoV-2 is key for the management of the COVID-19 pandemic.AimWe estimate diagnostic accuracy for nucleic acid and antibody tests 5 months into the COVID-19 pandemic, and compare with manufacturer-reported accuracy.MethodsWe reviewed the clinical performance of SARS-CoV-2 nucleic acid and antibody tests based on 93,757 test results from 151 published studies and 20,205 new test results from 12 countries in the European Union and European Economic Area (EU/EEA).ResultsPooling the results and considering only results with 95% confidence interval widthâ€‰â‰¤â€‰5%, we found four nucleic acid tests, including one point-of-care test and three antibody tests, with a clinical sensitivityâ€‰â‰¥â€‰95% for at least one target population (hospitalised, mild or asymptomatic, or unknown). Nine nucleic acid tests and 25 antibody tests, 12 of them point-of-care tests, had a clinical specificity ofâ€‰â‰¥â€‰98%. Three antibody tests achieved both thresholds. Evidence for nucleic acid point-of-care tests remains scarce at present, and sensitivity varied substantially. Study heterogeneity was low for eight of 14 sensitivity and 68 of 84 specificity results with confidence interval widthâ€‰â‰¤â€‰5%, and lower for nucleic acid tests than antibody tests. Manufacturer-reported clinical performance was significantly higher than independently assessed in 11 of 32 and four of 34 cases, respectively, for sensitivity and specificity, indicating a need for improvement in this area.ConclusionContinuous monitoring of clinical performance within more clearly defined target populations is needed.",,,2021,TRUE,10.2807/1560-7917.ES.2021.26.45.2001675,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,693ff678-f429-46bd-930a-439117565d93;6432ced2-e8af-4e33-a28f-368c927c5445,Harris Khalid;Katarzyna Stefanska,2025-08-11 00:31:10;2025-08-11 15:16:06,Excluded;Excluded,Excluded
07c86884-e4e2-4be1-8ca8-8d9efef88147,"Surveillance Testing for SARS-CoV-2 Infection in an Asymptomatic Athlete Population; The Experience of 123,362 Tests and 23,463 Paired RT-PCR/Antigen Samples","K. Harmon, Anabelle M. de. St. Maurice, Adam C. Brady, S. Swaminathan, D. Aukerman, M. Rueda, Kim Terrell, Randall P. Cohen, S. Gamradt, Sunday D. Henry, Lindsay M. Huston, D. Mcallister, K. M. McCarty, Anthony N. Pass, Stephen R. Paul, David J. Petron, S Kliethermes",Social Science Research Network,,"Background: This study assesses the diagnostic accuracy of antigen testing compared to RT-PCR in asymptomatic collegiate athletes and describes outcomes of a surveillance testing program.Methods: Quidel Sofia-2 SARS-CoV-2 Antigen Tests were performed daily prior to sport participation for high-risk of transmission (HROT) sports from September 29, 2020-February 28, 2021. Paired RT-PCR and antigen tests were performed at least once a week. Positive antigen tests were reflexed to RT-PCRFindings: There were 1,931 athletes in 6 HROT sports. A total of 81,175 antigen and 42,187 RT-PCR tests were performed (including 23,463 paired antigen/RT-PCR surveillance tests). There were 346 athletes (17·9%) with a positive RT-PCR test during the study period. Of the positive RT-PCRs, 83 (4·4%) occurred on paired testing days. The clinical sensitivity of antigen tests varied with the frequency of RT-PCR testing and prevalence of COVID-19. With once-a-week PCR testing, the clinical sensitivity of antigen testing was 35·7% (95% CI: 17%, 60%) and specificity 99·8% (95% CI: 99·7%, 99·9%), after adjusting for school prevalence. Daily antigen testing was similar to PCR testing 2-3 times a week in identifying infection, however, antigen testing identified infection prior to the next scheduled PCR on 89 occasions. This resulted in a 234 days where potentially infectious athletes were isolated prior to when they would have been isolated with RT-PCR testing alone. Among athletes who had RT-PCR testing 4 times a week, daily antigen testing did not increase sensitivity. Two (14%) athletic-related outbreaks occurred but 86% of infections were community-acquired. 
Interpretation: Screening for asymptomatic SARS-CoV-2 can be successful using different strategies. Physical mitigation is important even with frequent screening.",,,2021,TRUE,10.2139/SSRN.3826193,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,693ff678-f429-46bd-930a-439117565d93;6432ced2-e8af-4e33-a28f-368c927c5445;429acf97-29e8-4ee6-9680-bbcb8847af89,Harris Khalid;Katarzyna Stefanska;Charis Wong,2025-08-11 00:43:33;2025-08-11 15:08:46;2025-08-14 15:45:58,Excluded;Included;Excluded,Excluded
a949f956-a189-4157-b54a-eb9b9bb473b5,"A prospective nationwide observational study of agreement of antigen tests on oral pharyngeal swabs or less invasive testing with RT-qPCR, for detecting SARS-CoV-2 in adults: Protocol description (Preprint)","U. Schneider, J. Knudsen, A. Koch, N. Kirkby, J Lisby",-,,"Objectives: 
Antigen rapid diagnostic tests (RDTs) for SARS coronavirus 2 (SARS-CoV-2) are quick, widely available, and inexpensive. Consequently, RDTs have been established as an alternative and additional diagnostic strategy to quantitative reverse transcription polymerase chain reaction (RT-qPCR). However, reliable clinical and large-scale performance data specific to a SARS-CoV-2 virus variant of concern (VOC) are limited, especially for the Omicron VOC. The aim of this study was to compare RDT performance among different VOCs. Methods: 
This single-centre prospective performance assessment compared RDTs from three manufacturers (NADAL, Panbio, MEDsan) with RT-qPCR including deduced standardized viral load from oropharyngeal swabs for detection of SARS-CoV-2 in a clinical point-of-care setting from November 2020 to January 2022.  Results: 
Among 35 479 RDT/RT-qPCR tandems taken from 26 940 individuals, 164 of the 426 SARS-CoV-2 positive samples tested true positive with an RDT corresponding to an RDT sensitivity of 38.50% (95% CI, 34.0043.20%), with an overall specificity of 99.67% (95% CI, 99.6099.72%). RDT sensitivity depended on viral load, with decreasing sensitivity accompanied by descending viral load. VOC-dependent sensitivity assessment showed a sensitivity of 42.86% (95% CI, 32.8253.52%) for the wild-type SARS-CoV-2, 43.42% (95% CI, 32.8654.61%) for the Alpha VOC, 37.67% (95% CI, 30.2245.75%) for the Delta VOC, and 33.67% (95% CI, 25.0943.49%) for the Omicron VOC. Sensitivity in samples with high viral loads of ?106 SARS-CoV-2 RNA copies per mL was significantly lower in the Omicron VOC (50.00%; 95% CI, 36.1263.88%) than in the wild-type SARS-CoV-2 (79.31%; 95% CI, 61.6190.15%; p 0.015). Discussion: 
RDT sensitivity for detection of the Omicron VOC is reduced in individuals infected with a high viral load, which curtails the effectiveness of RDTs. This aspect furthert: limits the use of RDTs, although RDTs are still an irreplaceable diagnostic tool for rapid, economic point-of-care and extensive SARS-CoV-2 screening.",,,2021,TRUE,10.2196/preprints.35706,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,6432ced2-e8af-4e33-a28f-368c927c5445;693ff678-f429-46bd-930a-439117565d93;429acf97-29e8-4ee6-9680-bbcb8847af89,Katarzyna Stefanska;Harris Khalid;Charis Wong,2025-08-09 19:14:30;2025-08-11 00:26:56;2025-08-14 16:20:08,Included;Excluded;Excluded,Excluded
cea1c202-9a5a-4a0e-9c21-bb94c0670ac5,Evaluation of an Antigen Detection Rapid Diagnostic Test for Detection of SARS-CoV-2 in Clinical Samples,Athene Hoi-Ying Lam ,-,,"Antigen detection rapid diagnostic tests have been developed for first-line large-scale screening given their rapidity, simplicity, and accuracy. This study evaluates the diagnostic performance of an antigen detection rapid diagnostic test (BLOK BioScience, London, UK) detecting SARS-CoV-2 nucleocapsid protein. Serially diluted SARS-CoV-2 isolate and 110 NPS from COVID-19 patients were tested to determine the testâ€™s sensitivity, and other viral isolates and 20 NPS from non-infected individuals were, for specificity, also tested. Ten clinical samples from COVID-19 patients with SARS-CoV-2 variants, including alpha, beta, gamma, delta, and eta variants, were collected to evaluate the testâ€™s potential application in detecting emerging variants. Overall sensitivity was 92%, and stratifying into viral loads yielded 100% for Ct < 25 samples including SARS-CoV-2 variants, but 11.11% for Ct â‰¥ 30 samples. The analytical sensitivity of log10 TCID50/mL 2.0 was identified for SARS-CoV-2. Ninety-seven percent specificity with only SARS-CoV cross-reactivity lead to the Youden index of 0.89. The rapid diagnostic test has a high sensitivity for detecting SARS-CoV-2 in high viral load samples, possibly including emerging SARS-CoV-2 variants, but reduced sensitivity in low viral load samples suggests its optimized usage as a complementary testing method to other tests, including RT-PCR or a point-of-care test for large-scale screening, particularly for pandemic areas or airport border infection control.",,,2021,TRUE,10.3390/covid1040062,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,693ff678-f429-46bd-930a-439117565d93;6432ced2-e8af-4e33-a28f-368c927c5445,Harris Khalid;Katarzyna Stefanska,2025-08-11 00:45:50;2025-08-11 15:04:25,Excluded;Excluded,Excluded
84c0cb64-82c5-4b56-8e03-fd2db34be52e,Ultra-sensitive Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Antigen Detection for the Diagnosis of Coronavirus Disease 2019 (COVID-19) in Upper Respiratory Samples,"Hannah Wang, C. Hogan, M. Verghese, D. Solis, M. Sibai, ChunHong Huang, J. Zehnder, M. Sahoo, B Pinsky",Clinical Infectious Diseases,,"AbstractAn ultra-sensitive severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) nucleocapsid antigen assay (S-PLEX, MesoScale Diagnostics) was evaluated in 250 retrospective and 200 prospective upper respiratory specimens. In samples with cycle threshold &lt;35, there was 95%â€“98% positive and 93%â€“96% negative percent agreement with reverse transcription-polymerase chain reaction. S-PLEX may provide a high-throughput alternative to nucleic acid-based testing for coronavirus disease 2019 (COVID-19) diagnosis.",,,2021,TRUE,10.1093/cid/ciab063,,,,,06/08/2025 20:34,8a5e7394-0169-4f90-9857-93aed053acb1,SR2 screen,6432ced2-e8af-4e33-a28f-368c927c5445;693ff678-f429-46bd-930a-439117565d93;429acf97-29e8-4ee6-9680-bbcb8847af89,Katarzyna Stefanska;Harris Khalid;Charis Wong,2025-08-07 18:49:44;2025-08-11 00:48:29;2025-08-13 22:47:24,Included;Excluded;Excluded,Excluded
