"duplicate_id","author","year","journal","doi","title","pages","volume","number","abstract","isbn","label","source","record_ids"
"6e5ce1ae-1ffd-419f-a3cc-d0507b935215","Kangas BD and Leonard MZ and Shukla VG and Alapafuja SO and Nikas SP and Makriyannis A and Bergman J","2016","The Journal of pharmacology and experimental therapeutics","10.1124/jpet.115.228189","Comparisons of Î”9-Tetrahydrocannabinol and Anandamide on a Battery of Cognition-Related Behavior in Nonhuman Primates.",NA,NA,NA,"The primary psychoactive ingredient of marijuana, Î”(9)-tetrahydrocannabinol (Î”(9)-THC), has medicinal value but also produces unwanted deleterious effects on cognitive function, promoting the search for improved cannabinergic therapeutics. The present studies used a battery of touchscreen procedures in squirrel monkeys to compare the effects of different types of cannabinergic drugs on several measures of performance including learning (repeated acquisition), cognitive flexibility (discrimination reversal), short-term memory (delayed matching-to-sample), attention (psychomotor vigilance), and motivation (progressive ratio). Drugs studied included the cannabinoid agonist Î”(9)-THC, fatty acid amide hydrolase (FAAH) inhibitor cyclohexylcarbamic acid 3-carbamoylbiphenyl-3-yl ester (URB597), and endocannabinoid anandamide and its stable synthetic analog methanandamide [(R)-(+)-arachidonyl-1'-hydroxy-2'-propylamide]. The effects of Î”(9)-THC and anandamide after treatment with the cannabinoid receptor type 1 inverse agonist/antagonist rimonabant [5-(4-chlorophenyl)-1-(2,4-dichloro-phenyl)-4-methyl-N-(piperidin-1-yl)-1Hpyrazole-3-carboxamide] and the FAAH inhibitor URB597, respectively, also were examined. The results showed the following: 1) Î”(9)-THC produced dose-related impairments of discrimination-based cognitive behavior with potency that varied across tasks (discriminative capability < learning < flexibility < short-term memory); 2) anandamide alone and URB597 alone were without effect on all endpoints; 3) anandamide following URB597 pretreatment and methanandamide had negligible effects on discriminative capability, learning, and reversal, but following large doses affected delayed matching-to-sample performance in some subjects; 4) all drugs, except anandamide and URB597, disrupted attention; and 5) progressive ratio breakpoints were generally unaffected by all drugs tested, suggesting little to no effect on motivation. Taken together, these data indicate that metabolically stable forms of anandamide may have lesser adverse effects on cognitive functions than Î”(9)-THC, possibly offering a therapeutic advantage in clinical settings.",NA,"original","original","6e5ce1ae-1ffd-419f-a3cc-d0507b935215"
"sr1_NK_238","N, Gao","2023",NA,"10.1523/jneurosci.0247-23.2023","Deficiency of Cullin 3, a Protein Encoded by a Schizophrenia and Autism Risk Gene, Impairs Behaviors by Enhancing the Excitability of Ventral Tegmental Area (VTA) DA Neurons",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_238"
"sr1_NK_235","Oliveira DMN, de","2021",NA,"10.1016/j.ejphar.2021.174339","Differential effects of β-methylphenylethylamine and octopamine on contractile parameters of the rat gastrointestinal tract",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_235"
"113e7301-9ad9-4a5b-b61d-22195eb1bcd9","Grinchii, Daniil and Hoener, Marius C and Khoury, Talah and Dekhtiarenko, Roman and Bervanlou, Reyhaneh Nejati and Jezova, Daniela and Dremencov, Eliyahu","2022","Molecular Psychiatry","https://dx.doi.org/10.1038/s41380-022-01739-9","Effects of acute and chronic administration of trace amine-associated receptor 1 (TAAR1) ligands on in vivo excitability of central monoamine-secreting neurons in rats",NA,NA,NA,"Trace amine-associated receptor 1 (TAAR1) has been recently identified as a target for the future antidepressant, antipsychotic, and anti-addiction drugs. Full (e.g. RO5256390) and partial (e.g. RO5263397) TAAR1 agonists showed antidepressant-, antipsychotic- and anti-addiction-like behavioral effects in rodents and primates. Acute RO5256390 suppressed, and RO5263397 stimulated serotonin (5-HT) neurons of the dorsal raphe nucleus (DRN) and dopamine neurons of the ventral tegmental area (VTA) in brain slices, suggesting that the behavioral effects of TAAR1 ligands involve 5-HT and dopamine. For more comprehensive testing of this hypothesis, we examined acute and chronic effects of RO5256390 and RO5263397 on monoamine neurons in in vivo conditions. Excitability of 5-HT neurons of the DRN, noradrenaline neurons of the locus coeruleus (LC), and dopamine neurons of the VTA was assessed using single-unit electrophysiology in anesthetized rats. For acute experiments, RO5256390 and RO5263397 were administered intravenously; neuronal excitability after RO5256390 and RO5263397 administration was compared to the basal activity of the same neuron. For chronic experiments, RO5256390 was administered orally for fourteen days prior to electrophysiological assessments. The neuronal excitability in RO5256390-treated rats was compared to vehicle-treated controls. We found that acute RO5256390 inhibited 5-HT and dopamine neurons. This effect of RO5256390 was reversed by the subsequent and prevented by the earlier administration of RO5263397. Acute RO5256390 and RO5263397 did not alter the excitability of LC noradrenaline neurons in a statistically significant way. Chronic RO5256390 increased excitability of 5-HT neurons of the DRN and dopamine neurons of the VTA. In conclusion, the putative antidepressant and antipsychotic effects of TAAR1 ligands might be mediated, at least in part, via the modulation of excitability of central 5-HT and dopamine neurons. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",NA,"original","original","113e7301-9ad9-4a5b-b61d-22195eb1bcd9"
"sr1_NK_198","D, Grinchii","2022",NA,"10.1038/s41380-022-01739-9","Effects of acute and chronic administration of trace amine-associated receptor 1 (TAAR1) ligands on in vivo excitability of central monoamine-secreting neurons in rats",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_198"
"sr1_NK_140","Katolikova, N.V.","2023","International Journal of Molecular Sciences","10.3390/ijms242015313","Expression Pattern of Trace Amine-Associated Receptors during Differentiation of Human Pluripotent Stem Cells to Dopaminergic Neurons",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_140"
"sr1_NK_232","S, Song","2023",NA,"10.1007/s12264-023-01084-z","Genetic Architecture and Functional Implications of the CSF-Contacting Nucleus",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_232"
"sr1_NK_1824","A, Schürmann","1993",NA,"10.1042/bj2900497","Glucose transport activity and photolabelling with 3-[125I]iodo-4-azidophenethylamido-7-O-succinyldeacetyl (IAPS)-forskolin of two mutants at tryptophan-388 and -412 of the glucose transporter GLUT1: dissociation of the binding domains of forskolin and glucose",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_1824"
"sr1_NK_1785","M, Ruat","1990",NA,"10.1111/j.1471-4159.1990.tb04148.x","Histamine H1-receptor in heart: unique electrophoretic mobility and autoradiographic localization",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_1785"
"sr1_NK_131","Xu, Z.","2023","Nature","10.1038/s41586-023-06804-z","Ligand recognition and G-protein coupling of trace amine receptor TAAR1",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_131"
"sr1_NK_678","B, Perez-Palomar","2023",NA,"10.1007/s11481-023-10070-1","Maternal Immune Activation Induces Cortical Catecholaminergic Hypofunction and Cognitive Impairments in Offspring",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_678"
"sr1_NK_1863","Howes, Oliver D","2024","Biological Psychiatry","10.1016/j.biopsych.2024.05.014","New drug treatments for schizophrenia: A review of approaches to target circuit dysfunction.",NA,NA,NA,"Schizophrenia is a leading cause of global disease burden. Current drug treatments are associated with significant side effects and have limited efficacy for many patients, highlighting the need to develop new approaches that target other aspects of the neurobiology of schizophrenia. Preclinical, in vivo imaging, postmortem, genetic, and pharmacological studies have highlighted the key role of cortical GABAergic (gamma-aminobutyric acidergic)-glutamatergic microcircuits and their projections to subcortical dopaminergic circuits in the pathoetiology of negative, cognitive, and psychotic symptoms. Antipsychotics primarily act downstream of the dopaminergic component of this circuit. However, multiple drugs are currently in development that could target other elements of this circuit to treat schizophrenia. These include drugs for GABAergic or glutamatergic targets, including glycine transporters, D-amino acid oxidase, sodium channels, or potassium channels. Other drugs in development are likely to primarily act on pathways that regulate the dopaminergic system, such as muscarinic or trace amine receptors or 5-HT2A receptors, while PDE10A inhibitors are being developed to modulate the downstream consequences of dopaminergic dysfunction. Our review considers where new drugs may act on this circuit and their latest clinical trial evidence in terms of indication, efficacy, and side effects. Limitations of the circuit model, including whether there are neurobiologically distinct subgroups of patients, and future directions are also considered. Several drugs based on the mechanisms reviewed have promising clinical data, with the muscarinic agonist KarXT most advanced. If these drugs are approved for clinical use, they have the potential to revolutionize understanding of the pathophysiology and treatment of schizophrenia. (PsycInfo Database Record (c) 2024 APA, all rights reserved)",NA,"NK","NK","sr1_NK_1863"
"d60bd3ce-d4ae-4c1b-94e7-000bb6dba491","Allen MI and Duke AN and Nader SH and Adler-Neal A and Solingapuram Sai KK and Reboussin BA and Gage HD and Voll RJ and Mintz A and Goodman MM and Nader MA","2023","Neuropsychopharmacology : official publication of the American College of and Neuropsychopharmacology","10.1038/s41386-023-01622-3","PET imaging of dopamine transporters and D2/D3 receptors in female monkeys: effects of chronic cocaine self-administration.",NA,NA,NA,"Brain imaging studies using positron emission tomography (PET) have shown that long-term cocaine use is associated with lower levels of dopamine (DA) D2/D3 receptors (D2/D3R); less consistent are the effects on DA transporter (DAT) availability. However, most studies have been conducted in male subjects (humans, monkeys, rodents). In this study, we used PET imaging in nine drug-naÃ¯ve female cynomolgus monkeys to determine if baseline measures of DAT, with [(18)F]FECNT, and D2/D3R availability, with [(11)C]raclopride, in the caudate nucleus, putamen and ventral striatum were associated with rates of cocaine self-administration and if these measures changed during long-term (~13 months) cocaine self-administration and following time-off (3-9 months) from cocaine. Cocaine (0.2â€‰mg/kg/injection) and 1.0â€‰g food pellets were available under a multipleÂ fixed-interval (FI) 3-min schedule of reinforcement. In contrast to what has been observed in male monkeys, baseline D2/D3R availability was positively correlated with rates of cocaine self-administration only during the first week of exposure; DAT availability did not correlate with cocaine self-administration. D2/D3R availability decreased ~20% following cumulative intakes of 100 and 1000â€‰mg/kg cocaine; DAT availability did not significantly change. These reductions in D2/D3R availability did not recover over 9 months of time-off from cocaine. To determine if these reductions were reversible, three monkeys were implanted with osmotic pumps that delivered raclopride for 30 days.Â We found that chronic treatment with the D2/D3R antagonist raclopride increased D2/D3R availability in the ventral striatum but not in the other regions when compared to baseline levels. Over 13 months of self-administration, tolerance did not develop to the rate-decreasing effects of self-administered cocaine on food-reinforced responding, but number of injections and cocaine intake significantly increased over the 13 months. These data extend previous findings to female monkeys and suggest sex differences in the relationship between D2/D3R availability related to vulnerability and long-term cocaine use.",NA,"original","original","d60bd3ce-d4ae-4c1b-94e7-000bb6dba491"
"21679505-07c1-48bb-8245-c0f9bd6cd1de","DE BARTOLOMEIS A ;BARONE A ;BEGNI V ;RIVA MA","2022","PHARMACOLOGICAL RESEARCH","10.1016/j.phrs.2022.106078","PRESENT AND FUTURE ANTIPSYCHOTIC DRUGS: A SYSTEMATIC REVIEW OF THE PUTATIVE MECHANISMS OF ACTION FOR EFFICACY AND A CRITICAL APPRAISAL UNDER A TRANSLATIONAL PERSPECTIVE",NA,NA,NA,"ANTIPSYCHOTICS REPRESENT THE MAINSTAY OF SCHIZOPHRENIA PHARMACOLOGICAL THERAPY, AND THEIR ROLE HAS BEEN EXPANDED IN THE LAST YEARS TO MOOD DISORDERS TREATMENT. ALTHOUGH INTRODUCED IN 1952, MANY YEARS OF RESEARCH WERE REQUIRED BEFORE AN ACCURATE PICTURE OF HOW ANTIPSYCHOTICS WORK BEGAN TO EMERGE. DESPITE THE WELL-RECOGNIZED CHARACTERIZATION OF ANTIPSYCHOTICS IN TYPICAL AND ATYPICAL BASED ON THEIR LIABILITY TO INDUCE MOTOR ADVERSE EVENTS, THEIR MAIN ACTION AT DOPAMINE D2R TO ELICIT THE “ANTI-PSYCHOTIC” EFFECT, AS WELL AS THE MULTIMODAL ACTION AT OTHER CLASSES OF RECEPTORS, THEIR EFFECTS ON INTRACELLULAR MECHANISMS STARTING WITH RECEPTOR OCCUPANCY IS STILL NOT COMPLETELY UNDERSTOOD. SIGNIFICANT LINES OF EVIDENCE CONVERGE ON THE IMPACT OF THESE COMPOUNDS ON MULTIPLE MOLECULAR SIGNALING PATHWAYS IMPLICATED IN THE REGULATION OF EARLY GENES AND GROWTH FACTORS, DENDRITIC SPINE SHAPE, BRAIN INFLAMMATION, AND IMMUNE RESPONSE, TUNING OVERALL THE FUNCTION AND ARCHITECTURE OF THE SYNAPSE. HERE WE PRESENT, BASED ON PRISMA APPROACH, A COMPREHENSIVE AND SYSTEMATIC REVIEW OF THE ABOVE MECHANISMS UNDER A TRANSLATIONAL PERSPECTIVE TO DISENTANGLE THOSE INTRACELLULAR ACTIONS AND SIGNALING THAT MAY UNDERLINE CLINICALLY RELEVANT EFFECTS AND REPRESENT POTENTIAL TARGETS FOR FURTHER INNOVATIVE STRATEGIES IN ANTIPSYCHOTIC THERAPY. © 2022 THE AUTHORS",NA,"original","original","21679505-07c1-48bb-8245-c0f9bd6cd1de"
"6bfe8b38-3fc7-4fd1-8af5-ae7a0cdc4c68","Kinsey SG and Wise LE and Ramesh D and Abdullah R and Selley DE and Cravatt BF and Lichtman AH","2013","The Journal of pharmacology and experimental therapeutics","10.1124/jpet.112.201426","Repeated low-dose administration of the monoacylglycerol lipase inhibitor JZL184 retains cannabinoid receptor type 1-mediated antinociceptive and gastroprotective effects.",NA,NA,NA,"The monoacylglycerol lipase (MAGL) inhibitor 4-nitrophenyl 4-(dibenzo[d][1,3]dioxol-5-yl(hydroxy)methyl)piperidine-1-carboxylate (JZL184) produces antinociceptive and anti-inflammatory effects. However, repeated administration of high-dose JZL184 (40 mg/kg) causes dependence, antinociceptive tolerance, cross-tolerance to the pharmacological effects of cannabinoid receptor agonists, and cannabinoid receptor type 1 (CB1) downregulation and desensitization. This functional CB1 receptor tolerance poses a hurdle in the development of MAGL inhibitors for therapeutic use. Consequently, the present study tested whether repeated administration of low-dose JZL184 maintains its antinociceptive actions in the chronic constriction injury of the sciatic nerve neuropathic pain model and protective effects in a model of nonsteroidal anti-inflammatory drug-induced gastric hemorrhages. Mice given daily injections of high-dose JZL184 (â‰¥16 mg/kg) for 6 days displayed decreased CB1 receptor density and function in the brain, as assessed in [(3)H]SR141716A binding and CP55,940 [(-)-cis-3-[2-hydroxy-4-(1,1-dimethylheptyl)phenyl]-trans-4-(3-hydroxypropyl) cyclohexanol]-stimulated guanosine 5'-O-(3-[(35)S]thio)triphosphate binding assays, respectively. In contrast, normal CB1 receptor expression and function were maintained following repeated administration of low-dose JZL184 (â‰¤8 mg/kg). Likewise, the antinociceptive and gastroprotective effects of high-dose JZL184 underwent tolerance following repeated administration, but these effects were maintained following repeated low-dose JZL184 treatment. Consistent with these observations, repeated high-dose JZL184, but not repeated low-dose JZL184, elicited cross-tolerance to the common pharmacological effects of Î”(9)-tetrahydrocannabinol. This same pattern of effects was found in a rimonabant [(5-(4-chlorophenyl)-1-(2,4-dichloro-phenyl)-4-methyl-N-(piperidin-1-yl)-1H-pyrazole-3-carboxamide)]-precipitated withdrawal model of cannabinoid dependence. Taken together, these results indicate that prolonged, partial MAGL inhibition maintains potentially beneficial antinociceptive and anti-inflammatory effects, without producing functional CB1 receptor tachyphylaxis/tolerance or cannabinoid dependence.",NA,"original","original","6bfe8b38-3fc7-4fd1-8af5-ae7a0cdc4c68"
"sr1_NK_1566","MK, Sievert","2007",NA,"10.1016/j.ab.2007.04.046","Specific derivatization of the vesicle monoamine transporter with novel carrier-free radioiodinated reserpine and tetrabenazine photoaffinity labels",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_1566"
"sr1_NK_171","LG Jr, Harsing","2023",NA,"10.3390/ijms241713334","Striking Neurochemical and Behavioral Differences in the Mode of Action of Selegiline and Rasagiline",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_171"
"sr1_NK_1541","HR, Arias","2012",NA,"10.1016/j.neuint.2012.10.011","Structural and functional interaction of (±)-2-(N-tert-butylamino)-3'-iodo-4'-azidopropiophenone, a photoreactive bupropion derivative, with nicotinic acetylcholine receptors",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_1541"
"sr1_NK_139","Shang, P.","2023","Cell","10.1016/j.cell.2023.10.014","Structural and signaling mechanisms of TAAR1 enabled preferential agonist design",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_139"
"ac5f22b2-e0bc-4c9c-a3fd-b8d2d3d833ac","Khattak, Naureen Aslam and Sehgal, Sheikh Arslan and Bai, Yongsheng and Deng, Youping","2017",NA,"10.1007/978-3-319-59575-7\\\\\\\\_26","Structure Modeling and Molecular Docking Studies of Schizophrenia Candidate Genes, Synapsins 2 (SYN2) and Trace Amino Acid Receptor (TAAR6)",NA,NA,NA,"Schizophrenia (SZ) is a severe manifesting psychiatric neural disorder with abnormal behavior, disorganized speech and figment of the imagination. The Synapsin II (SYN2) and Trace Amine Associated Receptor (TAAR6) genes has direct association with SZ. In the current study, the 3-dimensional structure of SYN2 and TAAR6 protein is proposed and the protein-protein docking analysis was applied to explore the binding interactions of the candidate proteins. The comparative modeling was performed with the suitable template (Q86VA8 for SYN2 and H0YF79 for TAAR6) which represents the query coverage (71\\\\\\\\%, 87\\\\\\\\%), sequence identity (67\\\\\\\\%, 34\\\\\\\\%) and the e-value (0.0, 1e-43) respectively. The structure quality of the predicted model of SYN2 and TAAR6 presents 90.7\\\\\\\\%, and 96.5\\\\\\\\% residues in the favored region of Ramachandran plot analysis respectively, suggests the good quality models construction. The phylogenetic analysis suggests that the TAAR6 sequence is conserved in chimpanzee and gorilla (> 80\\\\\\\\% homology) whereas the SYN2 is closely related with macaque. The protein docking analysis of SYN2 shows five ionic interactions with Lys-256, Lys-539, Arg-475, Gln-536 and Gln-529 with His-121, Glu-467, Glu-472, Arg-458 and Asp-477 of CAPON. The TAAR6 have two interactions of Glu-33 and Gly-171 with Arg-85 and Lys-52 of the PPP3CC. Current computational study may play a significant role to recruit, analyze and cure the mysteries of schizophrenia neurodegenerative disorder.",NA,"original","original","ac5f22b2-e0bc-4c9c-a3fd-b8d2d3d833ac"
"sr1_NK_102","Khattak, NA","2017","BIOINFORMATICS RESEARCH AND APPLICATIONS (ISBRA 2017)","10.1007/978-3-319-59575-7_26","Structure Modeling and Molecular Docking Studies of Schizophrenia Candidate Genes, Synapsins 2 (SYN2) and Trace Amino Acid Receptor (TAAR6)",NA,NA,NA,"Schizophrenia (SZ) is a severe manifesting psychiatric neural disorder with abnormal behavior, disorganized speech and figment of the imagination. The Synapsin II (SYN2) and Trace Amine Associated Receptor (TAAR6) genes has direct association with SZ. In the current study, the 3-dimensional structure of SYN2 and TAAR6 protein is proposed and the protein-protein docking analysis was applied to explore the binding interactions of the candidate proteins. The comparative modeling was performed with the suitable template (Q86VA8 for SYN2 and H0YF79 for TAAR6) which represents the query coverage (71%, 87%), sequence identity (67%, 34%) and the e-value (0.0, 1e-43) respectively. The structure quality of the predicted model of SYN2 and TAAR6 presents 90.7%, and 96.5% residues in the favored region of Ramachandran plot analysis respectively, suggests the good quality models construction. The phylogenetic analysis suggests that the TAAR6 sequence is conserved in chimpanzee and gorilla (> 80% homology) whereas the SYN2 is closely related with macaque. The protein docking analysis of SYN2 shows five ionic interactions with Lys-256, Lys-539, Arg-475, Gln-536 and Gln-529 with His-121, Glu-467, Glu-472, Arg-458 and Asp-477 of CAPON. The TAAR6 have two interactions of Glu-33 and Gly-171 with Arg-85 and Lys-52 of the PPP3CC. Current computational study may play a significant role to recruit, analyze and cure the mysteries of schizophrenia neurodegenerative disorder.",NA,"NK","NK","sr1_NK_102"
"sr1_NK_1865","Yang, Sung M","2024","Neuropsychopharmacology","10.1038/s41386-023-01779-x","TAAR1 agonist ulotaront modulates striatal and hippocampal glutamate function in a state-dependent manner.",NA,NA,NA,"Aberrant dopaminergic and glutamatergic function, particularly within the striatum and hippocampus, has repeatedly been associated with the pathophysiology of schizophrenia. Supported by preclinical and recent clinical data, trace amine-associated receptor 1 (TAAR1) agonism has emerged as a potential new treatment approach for schizophrenia. While current evidence implicates TAAR1-mediated regulation of dopaminergic tone as the primary circuit mechanism, little is known about the effects of TAAR1 agonists on the glutamatergic system and excitation-inhibition balance. Here we assessed the impact of ulotaront (SEP-363856), a TAAR1 agonist in Phase III clinical development for schizophrenia, on glutamate function in the mouse striatum and hippocampus. Ulotaront reduced spontaneous glutamatergic synaptic transmission and neuronal firing in striatal and hippocampal brain slices, respectively. Interestingly, ulotaront potentiated electrically-evoked excitatory synaptic transmission in both brain regions, suggesting the ability to modulate glutamatergic signaling in a state-dependent manner. Similar striatal effects were also observed with the TAAR1 agonist, RO5166017. Furthermore, we show that ulotaront regulates excitation-inhibition balance in the striatum by specifically modulating glutamatergic, but not GABAergic, spontaneous synaptic events. These findings expand the mechanistic circuit hypothesis of ulotaront and TAAR1 agonists, which may be uniquely positioned to normalize both the excessive dopaminergic tone and regulate abnormal glutamatergic function associated with schizophrenia. (PsycInfo Database Record (c) 2024 APA, all rights reserved)",NA,"NK","NK","sr1_NK_1865"
"sr1_NK_1280","Y, Kawano","2022",NA,"10.1016/j.ejphar.2021.174640","The antiplatelet effect of mirtazapine is mediated by co-blocking 5-HT(2A) and α(2)-adrenergic receptors on platelets: An in vitro human plasma-based study",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_1280"
"sr1_NK_1457","MM, Hurtado","2014",NA,"10.55782/ane-2014-1996","Tiapride impairs the aversive effect of electrical stimulation of the parabrachial complex in a conditioned place task",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_1457"
"sr1_NK_1050","CS, Tung","2023",NA,"10.31083/j.jin2204080","Time-Dependent Effects of Buspirone versus Desipramine on the 5-Choice Serial Reaction Time Task in Rats Reared in Social Isolation: Implication of Early Life Experience and Motoric Impulsivity",NA,NA,NA,NA,NA,"NK","NK","sr1_NK_1050"
"sr1_NK_1862","Smith, Katharine A","2024","The British Journal of Psychiatry","10.1192/bjp.2024.237","Triangulating evidence from the galenos living systematic review on trace amine-associated receptor 1 (taar1) agonists in psychosis.",NA,NA,NA,"Background Trace amine-associated receptor 1 (TAAR1) agonists offer a new approach, but there is uncertainty regarding their effects, exact mechanism of action and potential role in treating psychosis. Aims To evaluate the available evidence on TAAR1 agonists in psychosis, using triangulation of the output of living systematic reviews (LSRs) of animal and human studies, and provide recommendations for future research prioritisation. Method This study is part of GALENOS (Global Alliance for Living Evidence on aNxiety, depressiOn and pSychosis). In the triangulation process, a multidisciplinary group of experts, including those with lived experience, met and appraised the first co-produced living systematic reviews from GALENOS, on TAAR1 agonists. Results The animal data suggested a potential antipsychotic effect, as TAAR1 agonists reduced locomotor activity induced by pro-psychotic drug treatment. Human studies showed few differences for ulotaront and ralmitaront compared with placebo in improving overall symptoms in adults with acute schizophrenia (four studies, n = 1291 participants, standardised mean difference (SMD) 0.15, 95% CI -0.05 to 0.34). Large placebo responses were seen in ulotaront phase three trials. Ralmitaront was less efficacious than risperidone (one study, n = 156 participants, SMD = -0.53, 95% CI -0.86 to -0.20). The side-effect profile of TAAR1 agonists was favourable compared with existing antipsychotics. Priorities for future studies included (a) using different animal models of psychosis with greater translational validity; (b) animal and human studies with wider outcomes including cognitive and affective symptoms and (c) mechanistic studies and investigations of other potential applications, such as adjunctive treatments and long-term outcomes. Recommendations for future iterations of the LSRs included (a) meta-analysis of individual human participant data, (b) including studies that used different methodologies and (c) assessing other disorders and symptoms. Conclusions This co-produced, international triangulation examined the available evidence and developed recommendations for future research and clinical applications for TAAR1 agonists in psychosis. Broader challenges included difficulties in assessing the risk of bias, reproducibility, translation and interpretability of animal models to clinical outcomes, and a lack of individual and clinical characteristics in the human data. The research will inform a separate, independent prioritisation process, led by lived experience experts, to prioritise directions for future research. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",NA,"NK","NK","sr1_NK_1862"
