"duplicate_id","author","year","journal","doi","title","label","source","pages","volume","number","abstract","isbn","record_ids"
"sr3_elicit_108","Helen M Corbett, W. Lim, S. Davis, Ann M Elkins","2005","Australian Health Review","10.1071/AH050043","Care coordination in the Emergency Department: improving outcomes for older patients.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_108"
"sr3_elicit_109","I. Dhalla, T. O’Brien, Dante Morra, K. Thorpe, B. Wong, R. Mehta, David W Frost, H. Abrams, F. Ko, Patrick Van Rooyen, C. Bell, A. Gruneir, G. Lewis, Stacey Daub, Geoff M. Anderson, G. Hawker, P. Rochon, A. Laupacis","2014","Journal of the American Medical Association (JAMA)","10.1001/jama.2014.11492","Effect of a postdischarge virtual ward on readmission or death for high-risk patients: a randomized clinical trial.","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_109"
"sr3_elicit_11","C. Toye, R. Moorin, S. Slatyer, S. Aoun, R. Parsons, D. Hegney, S. Maher, K. Hill","2015","BMC Geriatrics","10.1186/s12877-015-0065-5","Protocol for a randomised controlled trial of an outreach support program for family carers of older people discharged from hospital","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_11"
"sr3_elicit_110","J. Exley, G. Abel, José-Luis Fernández, E. Pitchforth, S. Mendonça, Miaoqing Yang, M. Roland, A. Mcguire","2019","BMJ Open","10.1136/bmjopen-2018-024220","Impact of the Southwark and Lambeth Integrated Care Older People’s Programme on hospital utilisation and costs: controlled time series and cost-consequence analysis","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_110"
"sr3_elicit_111","A. Huntley, R. Thomas, M. Mann, D. Huws, G. Elwyn, S. Paranjothy, S. Purdy","2013","Family Practice","10.1093/fampra/cms081","Is case management effective in reducing the risk of unplanned hospital admissions for older people? A systematic review and meta-analysis.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_111"
"sr3_elicit_112","Madison Huggins","2021","Alzheimer's & Dementia","10.1002/alz.050349","Interventions for caregivers of older adults with dementia living in the community: A rapid review","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_112"
"sr3_elicit_113","Peter Congdon","2016","International Journal of Environmental Research and Public Health","10.3390/ijerph13090870","Assessing Impacts on Unplanned Hospitalisations of Care Quality and Access Using a Structural Equation Method: With a Case Study of Diabetes","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_113"
"sr3_elicit_114","Alissa Bernstein, Krista L. Harrison, Sarah Dulaney, J. Merrilees, Angela D Bowhay, Julia C Heunis, Jeff Choi, Julie E Feuer, Amy M. Clark, W. Chiong, Kirby P. Lee, Tamara L. Braley, S. Bonasera, C. Ritchie, D. Dohan, B. Miller, K. Possin","2019","Journal of Alzheimer's Disease","10.3233/JAD-180957","The Role of Care Navigators Working with People with Dementia and Their Caregivers","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_114"
"sr3_elicit_115","Jenni Murray, K. Baird, S. Brealey, Laura Mandefield, Gerry Richardson, Jane O’Hara, Robbie Foy, Laura Sheard, A. Cracknell, A. Palacios, Simon Walker, Edmund Breckin, L. Mirza, Ruth Baxter, Catherine Hewitt, Rebecca Lawton","2025","Age and Ageing","10.1093/ageing/afaf142","Improving the safety and experience of transitions from hospital to home: a cluster randomised controlled trial of an intervention to involve older people in their care (Your Care Needs You)","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_115"
"sr3_elicit_116","M. Thygesen, S. Wehberg, J. Søndergaard, K. Dieperink, Sharaf, Karim Perdawood, N. Qvist","2021",NA,NA,"Targeted Psychosocial Care throughout Full Disease Trajectories for Better Self Efficacy in Cancer Patients: Study Protocol for a Randomized Controlled Trial","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_116"
"sr3_elicit_117","P. Scuffham, G. Mihala, Lauren Ward, A. McMurray, M. Connor","2017","BMJ Open","10.1136/bmjopen-2017-016776","Evaluation of the Gold Coast Integrated Care for patients with chronic disease or high risk of hospitalisation through a non-randomised controlled clinical trial: a pilot study protocol","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_117"
"sr3_elicit_118","M. Stausholm, P. H. Secher, O. Hejlesen","2020","Medical Informatics Europe","10.3233/SHTI200441","Predictors of Hospital Admissions Based on Routinely Collected Everyday Observations in a Community Care Setting","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_118"
"sr3_elicit_119","H. Snooks, A. Porter, M. Kingston, A. Watkins, H. Hutchings, Shirley Whitman, J. Davies, B. Evans, Kerry Bailey-Jones, Deborah Burge-Jones, J. Dale, D. Fitzsimmons, M. Heaven, Helen Howson, G. John, L. Lewis, Ceri J Philips, B. Sewell, V. Williams, I. Russell","2017","International Journal of Technology Assessment in Health Care","10.1017/S026646231700407X","VP172 Clinical Effectiveness Of A Predictive Risk Model In Primary Care","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_119"
"sr3_elicit_12","A. Kable, C. Hullick, K. Palazzi, C. Oldmeadow, A. Searles, R. Ling, D. Pond, Anne Fullerton, Samantha Fraser, Remia Bruce, Wendy Murdoch, J. Attia","2020","Australasian Journal on Ageing","10.1111/ajag.12877","Evaluation of a safe medication strategy intervention for people with dementia with an unplanned admission: Results from the Safe Medication Strategy Dementia Study","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_12"
"sr3_elicit_120","E. Terracciano, S. Gentili, O. Madaro, E. Curti, M. C. Inzerilli, L. Albanese, N. Accarino, A. Tardi, S. Orlando, F. Riccardi, L. Palombi, M. Marazzi, G. Liotta","2020","Annali di igiene : medicina preventiva e di comunita","10.7416/ai.2020.2398","The effect of community nurse on mortality and hospitalization in a group of over-75 older adults: a nested case-control study.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_120"
"sr3_elicit_121","T. Bodenheimer","2015","Journal of general internal medicine","10.1007/s11606-015-3274-x","Unlicensed Health Care Personnel and Patient Outcomes","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_121"
"sr3_elicit_122","G. Arendts, Pamela Deans, Keith O'Brien, C. Etherton-Beer, K. Howard, G. Lewin, Moira Sim","2018","Archives of gerontology and geriatrics (Print)","10.1016/j.archger.2018.05.001","A clinical trial of nurse practitioner care in residential aged care facilities.","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_122"
"sr3_elicit_123","G. Lewis, M. Bardsley, R. Vaithianathan, A. Steventon, T. Georghiou, J. Billings","2013",NA,NA,"Do ‘virtual wards’ reduce rates of unplanned hospital admissions, and at what cost? A research protocol using propensity matched controls","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_123"
"sr3_elicit_124","Annette Peart","2020",NA,"10.26180/5EA6187F47AE9","The experience of care coordination for people living with multimorbidity, and health care professionals: An interpretative phenomenological analysis","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_124"
"sr3_elicit_125","Igor Adelsjö, Elin C. Lehnbom, Amanda Hellström, Lina Nilsson, Maria Flink, Mirjam Ekstedt","2024","BMC Geriatrics","10.1186/s12877-024-05172-1","The impact of discharge letter content on unplanned hospital readmissions within 30 and 90 days in older adults with chronic illness – a mixed methods study","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_125"
"sr3_elicit_126","T. Robbins, S. L. C. Choi Keung, Sailesh Sankaranarayanan, H. Randeva, Theodoros N. Arvanitis","2019","International Journal of Integrated Care","10.5334/IJIC.S3003","Evaluating data across care boundaries: integrated care in the context of\\n multi-morbidity","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_126"
"sr3_elicit_127","Sobia F Ali-Faisal, T. Colella, Naomi Medina-Jaudes, Lisa Benz Scott","2017","Patient Education and Counseling","10.1016/j.pec.2016.10.014","The effectiveness of patient navigation to improve healthcare utilization outcomes: A meta-analysis of randomized controlled trials.","elicit_tiab_exclude, original_exclude","elicit, original","436-448","100","3",NA,NA,"sr3_elicit_127, sr3_original_26"
"sr3_elicit_128","J. Stokes, S. Kristensen, K. Checkland, P. Bower","2016",NA,"10.5334/ijic.2631","Effectiveness of multidisciplinary team case management: Direct and spill-over effects","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_128"
"sr3_elicit_129",NA,"2017",NA,NA,"Navigating the care system : feasibility and acceptability of the use of ICT to support older people with multimorbidity","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_129"
"sr3_elicit_13","C. Eriksen, H. Birke, Sofie A L Helding, J. Andersen, A. Frølich","2021",NA,"10.5334/IJIC.S4060","Organization of care for people with multimorbidity: a systematic review\\n of randomized controlled trials","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_13"
"sr3_elicit_130","K. Griswold, G. Homish, Patricia A. Pastore, K. Leonard","2010","Community mental health journal","10.1007/s10597-010-9300-x","A Randomized Trial: Are Care Navigators Effective in Connecting Patients to Primary Care after Psychiatric Crisis?","elicit_tiab_exclude, original_exclude","elicit, original","398-402","46","4",NA,NA,"sr3_elicit_130, sr3_original_102"
"sr3_elicit_131","S. Garbers, P. Peretz, E. Greca, P. Steel, J. Foster, A. Nieto, M. Arkipoff","2016",NA,"10.4172/2161-0711.1000440","Urban Patient Navigator Program Associated with Decreased Emergency Department Use, and Increased Primary Care Use, among Vulnerable Patients","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_131"
"sr3_elicit_132","V. Bliokas, Alex R. Hains, Jonathan A. Allan, Luise Lago, Rebecca W Sng","2019","BMC Public Health","10.1186/s12889-019-7751-8","Community-based aftercare following an emergency department presentation for attempted suicide or high risk for suicide: study protocol for a non-randomised controlled trial","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_132"
"sr3_elicit_133","Lillian MacNeill, S. Doucet, Pam Jarrett, S. Gionet, K. Faig, Carol Marsh, David Black, Marion Rigby, Catherine Freeze, A. Luke","2025","International Journal of Integrated Care","10.5334/ijic.icic24258","Navigating Dementia Care: An Integrated Program for People with Dementia, Care Partners, and the Care Team","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_133"
"sr3_elicit_134","Isabel Geiger, K. Reber, H. Darius, Alfred Holzgreve, Sebastian Karmann, S. Liersch, Anica Stürtz, Petra Riesner, L. Sundmacher","2021","Contemporary Clinical Trials","10.1016/j.cct.2021.106297","Improving care coordination for patients with cardiac disease: Study protocol of the randomised controlled new healthcare programme (Cardiolotse).","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_134"
"sr3_elicit_135","M. Thompson, Pradeep S B Podila, C. Clay, Joy E. Sharp, Sandra Bailey-DeLeeuw, Armika J Berkley, Bobby Baker, T. Waters","2018","American Journal of Managed Care",NA,"Community navigators reduce hospital utilization in super-utilizers.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_135"
"sr3_elicit_136","L. Lindpaintner, J. Gasser, Monique Sailer Schramm, Barbara Cina-Tschumi, B. Müller, J. Beer","2013","European journal of internal medicine","10.1016/j.ejim.2013.08.703","Discharge intervention pilot improves satisfaction for patients and professionals.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_136"
"sr3_elicit_137","Renée O’Donnell, Melissa Savaglio, Debra Fast, A. Vincent, D. Vicary, H. Skouteris","2020","BMJ Open","10.1136/bmjopen-2020-040610","MyCare study: protocol for a controlled trial evaluating the effect of a community-based intervention on psychosocial, clinical outcomes and hospital admission rates for adults with severe mental illness","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_137"
"sr3_elicit_138","Cathy O’Callaghan, Elizabeth Harris, Sabuj Kanti Mistry, Mark F Harris","2025","Australian Journal of Primary Health","10.1071/PY25019","Community health navigators in Australian general practice: an implementation study.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_138"
"sr3_elicit_139","M. Pantell, D. Hessler, D. Long, Maoya Alqassari, Christine Schudel, Ellen Laves, Denisse Velazquez, A. Amaya, Patricia Sweeney, Abigail Burns, Francis L Harrison, N. Adler, L. Gottlieb","2020","JAMA Network Open","10.1001/jamanetworkopen.2020.6445","Effects of In-Person Navigation to Address Family Social Needs on Child Health Care Utilization","elicit_ft_exclude, original_exclude","elicit, original","e206445","3","6",NA,NA,"sr3_elicit_139, sr3_original_131"
"sr3_elicit_14","Amy McQueen, David Von Nordheim, C. Caburnay, Linda Li, Cynthia Herrick, Lauren Grimes, Darrell J. Broussard, Rachel E. Smith, Dana Lawson, Yan Yan, Matthew W Kreuter","2024","International Journal of Environmental Research and Public Health","10.3390/ijerph21070936","A Randomized Controlled Trial Testing the Effects of a Social Needs Navigation Intervention on Health Outcomes and Healthcare Utilization among Medicaid Members with Type 2 Diabetes","elicit_ft_include, original_include","elicit, original","936","21","7",NA,NA,"sr3_elicit_14, sr3_original_15"
"sr3_elicit_140","A. Porter, Sian Morrison-Rees","2015","Emergency Medicine Journal","10.1136/EMERMED-2015-204980.13","CAN WE REDUCE EMERGENCY HOSPITAL ADMISSIONS THROUGH EFFECTIVE SOCIAL CARE FOR OLDER PEOPLE?","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_140"
"sr3_elicit_141","M. Naick","2018",NA,"10.1108/QAOA-12-2017-0051","Providing telecare for older adults: understanding the care navigators’ experience","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_141"
"sr3_elicit_142","J. McDonald, E. Comino, E. Harris, T. Bruce, N. Hansen, Deborah Donnelly, J. Page, M. Harris","2017",NA,"10.5334/IJIC.3190","Integrated care for participants attending general practice: a record linkage study based on the 45 and Up population cohort study","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_142"
"sr3_elicit_143","Robin Urquhart, C. Kendell, Kathryn Pfaff, Kelli Stajduhar, Linda Patrick, Carren Dujela, Sarah Scruton, Faith Fauteux, Grace Warner","2023","BMC Palliative Care","10.1186/s12904-023-01304-3","How do navigation programs address the needs of those living in the community with advanced, life-limiting Illness? A realist evaluation of programs in Canada","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_143"
"sr3_elicit_144","S. Dahrouge, Alain P Gauthier, François Durand, M. Lemonde, Kiran Saluja, C. Kendall, Kamila Premji, J. Presseau, Marie-Hélène Chomienne, Darene Toal-Sullivan, P. Timony, Andrea Perna, D. Prud'homme","2022","International Journal of Integrated Care","10.5334/ijic.6500","The Feasibility of a Primary Care Based Navigation Service to Support Access to Health and Social Resources: The Access to Resources in the Community (ARC) Model","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_144"
"sr3_elicit_145","M. Scott, M. Odeh, S. Toner, C. Scullin, J. C. Elnay","2017",NA,"10.5334/IJIC.3458","Continuity of care post-hospitalisation of patients at risk of medicnes management problems","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_145"
"sr3_elicit_146","Kathleen Withers, Karen Pardy, Lynne Topham, Rachel Lee, Amir Ghanghro, Hazel Cryer, Huw Williams","2024","BMC Primary Care","10.1186/s12875-024-02557-4","A long way from Frome: improving connections between patients, local services and communities to reduce emergency admissions","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_146"
"sr3_elicit_147","Wei D. Duan-Porter, Kristen E Ullman, Brittany Majeski, Isomi M. Miake-Lye, S. Diem, T. Wilt","2021","Journal of general internal medicine","10.1007/s11606-021-07158-w","Care Coordination Models and Tools—Systematic Review and Key Informant Interviews","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_147"
"sr3_elicit_148","Lara Sonola, V. Thiel, N. Goodwin","2013",NA,"10.5334/IJIC.1253","Care co-ordination and continuity of care for patients with complex needs: emerging lessons from five models in the UK","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_148"
"sr3_elicit_149","A. Krist, Kristen O’Loughlin, S. Woolf, Roy T. Sabo, J. Hinesley, A. Kuzel, B. Rybarczyk, Paulette Kashiri, E. M. Brooks, R. Glasgow, Amy G. Huebschmann, Winston R. Liaw","2020","Trials","10.1186/s13063-020-04463-3","Enhanced care planning and clinical-community linkages versus usual care to address basic needs of patients with multiple chronic conditions: a clinician-level randomized controlled trial","elicit_ft_include","elicit",NA,NA,NA,NA,NA,"sr3_elicit_149"
"sr3_elicit_15","William Midgley, A. Mizen, J. Hollinghurst, R. Hollinghurst, R. Lyons, Richard Fry","2023","International Journal of Population Data Science","10.23889/ijpds.v8i2.2333","How does the environment in and around the home impact social care and health outcomes for older people?","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_15"
"sr3_elicit_150","H. Cooper, A. McMurray, Jennifer Sands","2017",NA,"10.5334/IJIC.3598","The Nurse Navigator: An Innovative Role to Optimise Patient Transitions Across Primary and Secondary Care Settings","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_150"
"sr3_elicit_151","R. Abrams, Johanna Spiers, Jill Maben, Wendy Grosvenor, Morro Touray, Heather Gage","2024","The British journal of general practice : the journal of the Royal College of General Practitioners","10.3399/bjgp24X737553","Dementia care coordinators in primary care: a realist evaluation.","elicit_tiab_exclude","elicit, elicit",NA,NA,NA,NA,NA,"sr3_elicit_151, sr3_elicit_422"
"sr3_elicit_152","Lilian Robinson, Leeann Trevors Babici, Alissa Tedesco, D. Spaner, Trevor Morey, N. Dosani","2022","Palliative Medicine","10.1177/02692163221146812","Assessing the impact of a health navigator on improving access to care and addressing the social needs of palliative care patients experiencing homelessness: A service evaluation","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_152"
"sr3_elicit_153","K. Davis, M. Eckert, S. Shakib, J. Harmon, A. Hutchinson, G. Sharplin, G. Caughey","2019","JMIR Research Protocols","10.2196/15006","Development and Implementation of a Nurse-Led Model of Care Coordination to Provide Health-Sector Continuity of Care for People With Multimorbidity: Protocol for a Mixed Methods Study","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_153"
"sr3_elicit_154","A. M. Hill, R. Moorin, S. Slatyer, C. Bryant, K. Hill, N. Waldron, S. Aoun, Ami Kamdar, L. Grealish, C. Reberger, Cindy Jones, M. Bronson, M. Bulsara, S. Maher, Tracey Claverie, W. Moyle","2021","BMJ Open","10.1136/bmjopen-2020-046600","Evaluating the provision of Further Enabling Care at Home (FECH+) for informal caregivers of older adults discharged home from hospital: protocol for a multicentre randomised controlled trial","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_154"
"sr3_elicit_155","Z. Tyack, Steven M McPhail, Gregory A. Aarons, Kelly McGrath, A. Barron, Hannah E. Carter, Sarah Larkins, A. Barnett, Eloise Hummell, Ruth Tulleners, Olivia J Fisher, Gillian Harvey, Lee Jones, Kate Murray, Bridget Abell","2024","Implementation science : IS","10.1186/s13012-024-01391-7","Evaluating the tailored implementation of a multisite care navigation service for mental health in rural and remote Australia (The Bridging Study): protocol for a community-engaged hybrid effectiveness-implementation study","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_155"
"sr3_elicit_156","M. Wilcock, A. Sibley, R. Blackwell, Bettina Kluettgens, S. Robens, L. Bastian","2020","International Journal of Pharmacy Practice","10.1111/ijpp.12603","Involving community pharmacists in transfer of care from hospital: Indications of reduced 30‐day hospital readmission rates for patients in Cornwall","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_156"
"sr3_elicit_157","S. Dawson, Tafadzwa Patience Kunonga, F. Beyer, G. Spiers, M. Booker, R. McDonald, A. Cameron, D. Craig, B. Hanratty, C. Salisbury, A. Huntley","2020","F1000Research","10.12688/f1000research.25277.1","Does health and social care provision for the community dwelling older population help to reduce unplanned secondary care, support timely discharge and improve patient well-being? A mixed method meta-review of systematic reviews","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_157"
"sr3_elicit_158","M. Markle-Reid, C. McAiney, K. Fisher, R. Ganann, Alain P Gauthier, Gail Heald-Taylor, J. Mcelhaney, Fran McMillan, P. Petrie, J. Ploeg, D. Urajnik, C. Whitmore","2021","PLoS ONE","10.1371/journal.pone.0254573","Effectiveness of a nurse-led hospital-to-home transitional care intervention for older adults with multimorbidity and depressive symptoms: A pragmatic randomized controlled trial","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_158"
"sr3_elicit_159","Susan M. Smith, E. Wallace, T. O'dowd, M. Fortin","2021","Cochrane Database of Systematic Reviews","10.1002/14651858.CD006560.pub4","Interventions for improving outcomes in patients with multimorbidity in primary care and community settings.","elicit_tiab_exclude","elicit, elicit",NA,NA,NA,NA,NA,"sr3_elicit_159, sr3_elicit_43"
"sr3_elicit_16","L. Corral Gudino, M. Borao Cengotita-Bengoa, R. J. Jorge Sánchez, J. García Aparicio","2017","Anales del Sistema Sanitario de Navarra","10.23938/ASSN.0119","[The patient and the crossing between Primary and Hospital care. Systematic review of trials for the implementation of tools for integration in Spain].","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_16"
"sr3_elicit_160","Grace Liu, K. Kokorelias, Amanda Knoepfli, Tracey Dasgupta, Naomi Ziegler, Emma Elliot, Sara J. T. Guilcher, Sander L. Hitzig","2024","Healthcare Management Forum","10.1177/08404704241288458","A new patient navigation model of care to support older adults in transitions of care: Key considerations for implementation for policy-makers and health leaders","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_160"
"sr3_elicit_161","Tessa C C Quanjel, M. Spreeuwenberg, J. Struijs, C. Baan, D. Ruwaard","2017",NA,"10.5334/IJIC.3429","Evaluating a cardiology Primary Care Plus intervention: a practice-based, mixed-methods research","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_161"
"sr3_elicit_162","J. Stokes, S. Kristensen, K. Checkland, P. Bower","2016","BMJ Open","10.1136/bmjopen-2015-010468","Effectiveness of multidisciplinary team case management: difference-in-differences analysis","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_162"
"sr3_elicit_163","H. Tucker, Mark Burgis","2012","International Journal of Integrated Care","10.5334/ijic.1029","Integrating Care in Norfolk (ICN)—A case study on a two-year programme to improve integrated working between primary care, community health services and social care in six localities","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_163"
"sr3_elicit_164","Geraldine Gormley, Theresa Drury, Therese Quinn, Hazel Cooney","2024","Age and Ageing","10.1093/ageing/afae178.054","Consolidating Integrated Care: A Joint Falls Prevention Initiative between Community and Hospital Based Physiotherapy Services","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_164"
"sr3_elicit_165","D. Cochrane, D. Thomé","2015",NA,"10.5334/ijic.2046","Care Coordination in North Kirklees: an evidence-based model of case management for the modern NHS","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_165"
"sr3_elicit_166","Helen Lyndon, J. Latour, J. Marsden, S. Campbell, K. Stevens, B. Kent","2019","Journal of Advanced Nursing","10.1111/jan.14106","The Holistic Assessment and care Planning in Partnership Intervention Study [HAPPI]: A Protocol for a feasibility, cluster randomised controlled trial.","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_166"
"sr3_elicit_167","Mathieu Bisson, René Benoit, Émilie Angrignon-Girouard, Catherine Hudon, Maria-Lourdes del Barrio Rodriguez, Marie-Dominique Poirier","2023","Healthcare services, delivery, and financing","10.1370/afm.22.s1.5029","Better care for people with complex care needs: a partnership between primary care clinics and the community network","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_167"
