"duplicate_id","author","year","journal","doi","title","label","source","pages","volume","number","abstract","isbn"
"sr3_elicit_235","M. Courtney, H. Edwards, A. Chang, A. Parker, K. Finlayson, K. Hamilton","2011","BMC Health Services Research","10.1186/1472-6963-11-202","A randomised controlled trial to prevent hospital readmissions and loss of functional ability in high risk older adults: a study protocol","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Background\nOlder people have higher rates of hospital admission than the general population and higher rates of readmission due to complications and falls. During hospitalisation, older people experience significant functional decline which impairs their future independence and quality of life. Acute hospital services comprise the largest section of health expenditure in Australia and prevention or delay of disease is known to produce more effective use of services. Current models of discharge planning and follow-up care, however, do not address the need to prevent deconditioning or functional decline. This paper describes the protocol of a randomised controlled trial which aims to evaluate innovative transitional care strategies to reduce unplanned readmissions and improve functional status, independence, and psycho-social well-being of community-based older people at risk of readmission.\nMethods/Design\nThe study is a randomised controlled trial. Within 72 hours of hospital admission, a sample of older adults fitting the inclusion/exclusion criteria (aged 65 years and over, admitted with a medical diagnosis, able to walk independently for 3 meters, and at least one risk factor for readmission) are randomised into one of four groups: 1) the usual care control group, 2) the exercise and in-home/telephone follow-up intervention group, 3) the exercise only intervention group, or 4) the in-home/telephone follow-up only intervention group. The usual care control group receive usual discharge planning provided by the health service. In addition to usual care, the exercise and in-home/telephone follow-up intervention group receive an intervention consisting of a tailored exercise program, in-home visit and 24 week telephone follow-up by a gerontic nurse. The exercise only and in-home/telephone follow-up only intervention groups, in addition to usual care receive only the exercise or gerontic nurse components of the intervention respectively. Data collection is undertaken at baseline within 72 hours of hospital admission, 4 weeks following hospital discharge, 12 weeks following hospital discharge, and 24 weeks following hospital discharge. Outcome assessors are blinded to group allocation. Primary outcomes are emergency hospital readmissions and health service use, functional status, psychosocial well-being and cost effectiveness.\nDiscussion\nThe acute hospital sector comprises the largest component of health care system expenditure in developed countries, and older adults are the most frequent consumers. There are few trials to demonstrate effective models of transitional care to prevent emergency readmissions, loss of functional ability and independence in this population following an acute hospital admission. This study aims to address that gap and provide information for future health service planning which meets client needs and lowers the use of acute care services.",NA
"sr3_elicit_262","Richard L. Reed, L. Roeger, B. Kaambwa","2024","BMC Health Services Research","10.1186/s12913-024-10799-2","Two-year follow-up of a clustered randomised controlled trial of a multicomponent general practice intervention for people at risk of poor health outcomes","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Background\nThis study was a two-year follow-up evaluation of health service use and the cost-effectiveness of a multicomponent general practice intervention targeted at people at high risk of poor health outcomes.\nMethods\nA two-year follow-up study of a clustered randomised controlled trial was conducted in South Australia during 2018–19, recruiting 1044 patients from three cohorts: children; adults (aged 18–64 years with two or more chronic diseases); and older adults (aged ≥ 65 years). Intervention group practices (n = 10) provided a multicomponent general practice intervention for 12 months. The intervention comprised patient enrolment to a preferred general practitioner (GP), access to longer GP appointments and timely general practice follow-up after episodes of hospital care. Health service outcomes included hospital use, specialist services and pharmaceuticals. The economic evaluation was based on quality-adjusted life years (QALYs) calculated from EuroQoL 5 dimensions, 5 level utility scores and used an A$50,000 per QALY gained threshold for determining cost-effectiveness.\nResults\nOver the two years, there were no statistically significant intervention effects for health service use. In the total sample, the mean total cost per patient was greater for the intervention than control group, but the number of QALYs gained in the intervention group was higher. The estimated incremental cost-effectiveness ratio (ICER) was A$18,211 per QALY gained, which is lower than the A$50,000 per QALY gained threshold used in Australia. However, the intervention's cost-effectiveness was shown to differ by cohort. For the adult cohort, the intervention was associated with higher costs and lower QALYs gained (vs the total cohort) and was not cost-effective. For the older adults cohort, the intervention was associated with lower costs (A$540 per patient), due primarily to lower hospital costs, and was more effective than usual care.\nConclusions\nThe positive cost-effectiveness results from the 24-month follow-up warrant replication in a study appropriately powered for outcomes such as hospital use, with an intervention period of at least two years, and targeted to older people at high risk of poor health outcomes.",NA
"sr3_elicit_284","Michael Liu, K. Pridham, Jesse Jenkinson, R. Nisenbaum, L. Richard, Cheryl Pedersen, Rebecca Brown, Sareeha Virani, Fred Ellerington, Alyssa Ranieri, Oluwagbenga O. Dada, Matthew J To, Gabriel Fabreau, K. McBrien, V. Stergiopoulos, A. Palepu, Stephen W. Hwang","2022","BMJ Open","10.1136/bmjopen-2022-065688","Navigator programme for hospitalised adults experiencing homelessness: protocol for a pragmatic randomised controlled trial","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Introduction People experiencing homelessness suffer from poor outcomes after hospitalisation due to systemic barriers to care, suboptimal transitions of care, and intersecting health and social burdens. Case management programmes have been shown to improve housing stability, but their effects on broad posthospital outcomes in this population have not been rigorously evaluated. The Navigator Programme is a Critical Time Intervention case management programme that was developed to help homeless patients with their postdischarge needs and to link them with community-based health and social services. This randomised controlled trial examines the impact of the Navigator Programme on posthospital outcomes among adults experiencing homelessness.\n\nMethods and analysis This is a pragmatic randomised controlled trial testing the effectiveness of the Navigator Programme at an urban academic teaching hospital and an urban community teaching hospital in Toronto, Canada. Six hundred and forty adults experiencing homelessness who are admitted to the hospital will be randomised to receive support from a Homeless Outreach Counsellor for 90 days after hospital discharge or to usual care. The primary outcome is follow-up with a primary care provider (physician or nurse practitioner) within 14 days of hospital discharge. Secondary outcomes include postdischarge mortality or readmission, number of days in hospital, number of emergency department visits, self-reported care transition quality, and difficulties meeting subsistence needs. Quantitative outcomes are being collected over a 180-day period through linked patient-reported and administrative health data. A parallel mixed-methods process evaluation will be conducted to explore intervention context, implementation and mechanisms of impact.",NA
"sr3_elicit_286","Alison Watson, L. Charlesworth, Ruth Jacob, D. Kendrick, P. Logan, Fiona Marshall, A. Montgomery, T. Sach, W. Tan, Maria Walker, J. Waring, D. Whitham, O. Sahota","2015","Trials","10.1186/s13063-015-0551-2","The Community In-Reach and Care Transition (CIRACT) clinical and cost-effectiveness study: study protocol for a randomised controlled trial","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Background\nOlder people represent a significant proportion of patients admitted to hospital. Their care compared to younger patients is more challenging, length of stay is longer, risk of hospital-acquired problems higher and the risk of being re-admitted within 28 days greater. This study aims to compare a Community In-Reach and Care Transition (CIRACT) service with Traditional Hospital Based rehabilitation (THB-Rehab) provided to the older person. The CIRACT service differs from the THB-rehab service in that they are able to provide more intensive hospital rehabilitation, visiting patients daily, and are able to continue with the patient’s rehabilitation following discharge allowing a seamless, integrated discharge working alongside community providers. A pilot comparing the two services showed that the CIRACT service demonstrated reduced length of stay and reduced re-admission rates when analysed over a four-month period.\nMethods/Design\nThis trial will evaluate the clinical and cost-effectiveness of the CIRACT service, conducted as a randomised controlled trial (RCT) with an integral qualitative mechanism and action study designed to provide the explanatory and theoretical components on how the CIRACT service compares to current practice. The RCT element consists of 240 patients over 70 years of age, being randomised to either the THB therapy group or the CIRACT service following an unplanned hospital admission. The primary outcome will be hospital length of stay from admission to discharge from the general medical elderly care ward. Additional outcome measures including the Barthel Index, Charlson Co-morbidity Scale, EuroQoL-5D and the modified Client Service Receipt Inventory will be assessed at the time of recruitment and repeated at 91 days post-discharge. The qualitative mechanism and action study will involve a systematic programme of organisational profiling, observations of work processes, interviews with key informants and care providers and tracking of participants. In addition, a within-trial economic evaluation will be undertaken comparing the CIRACT and THB-rehab services to determine cost-effectiveness.\nDiscussion\nThe outcome of the study will inform clinical decision-making, with respect to allocation of resources linked to hospital discharge planning and re-admissions, in a resource intensive and growing group of patients.",NA
"sr3_elicit_33","S. Kangovi, N. Mitra, L. Norton, Rory Harte, Xinyi Zhao, Tamala Carter, D. Grande, Judith A. Long","2018","JAMA Internal Medicine","10.1001/jamainternmed.2018.4630","Effect of Community Health Worker Support on Clinical Outcomes of Low-Income Patients Across Primary Care Facilities: A Randomized Clinical Trial","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Importance  Addressing the social determinants of health has been difficult for health systems to operationalize.\n\nObjective  To assess a standardized intervention, Individualized Management for Patient-Centered Targets (IMPaCT), delivered by community health workers (CHWs) across 3 health systems.\n\nDesign, Setting, and Participants  This 2-armed, single-blind, multicenter randomized clinical trial recruited patients from 3 primary care facilities in Philadelphia, Pennsylvania, between January 28, 2015, and March 28, 2016. Patients who resided in a high-poverty zip code, were uninsured or publicly insured, and who had a diagnosis for 2 or more chronic diseases were recruited, and patients were randomized to either the CHW intervention or the control arm (goal setting only). Follow-up assessments were conducted at 6 and 9 months after enrollment. Data were analyzed using an intention-to-treat approach from June 2017 to March 2018.\n\nIntervention  Participants set a chronic disease management goal with their primary care physician; those randomized to the CHW intervention received 6 months of tailored support.\n\nMain Outcomes and Measures  The primary outcome was change in self-rated physical health. The secondary outcomes were self-rated mental health, chronic disease control, patient activation, patient-reported quality of primary care, and all-cause hospitalization.\n\nResults  Of the 592 participants, 370 (62.5%) were female, with a mean (SD) age of 52.6 (11.1) years. Participants in both arms had similar improvements in self-rated physical health (mean [SD], 1.8 [11.2] vs 1.6 [9.9]; P = .89). Patients in the intervention group were more likely to report the highest quality of care (odds ratio [OR], 1.8; 95% CI, 1.4-2.4; risk difference [RD], 0.12; P < .001) and spent fewer total days in the hospital at 6 months (155 days vs 345 days; absolute event rate reduction, 69%) and 9 months (300 days vs 471 days; absolute event rate reduction, 65%). This reduction was driven by a shorter average length of stay (difference, –3.1 days; 95% CI, –6.33 to 0.22; P = .06) and a lower mean number of hospitalizations (difference, –0.3; 95% CI, –0.6 to 0.0; P = .07) among patients who were hospitalized. Patients in the intervention group had a lower odds of repeat hospitalizations (OR, 0.4; 95% CI, 0.2-0.9; RD, –0.24; P = .02), including 30-day readmissions (OR, 0.3; 95% CI, 0.1-0.9; RD, –0.17; P = .04).\n\nConclusions and Relevance  A standardized intervention did not improve self-rated health but did improve the patient-perceived quality of care while reducing hospitalizations, suggesting that health systems may use a standardized intervention to address the social determinants of health.",NA
"sr3_elicit_349","M. Markle-Reid, Kathryn Fisher, R. Ganann, Chris Pollard, C. Whitmore","2023","Innovation in aging","10.1093/geroni/igad104.2091","AN INTEGRATED TRANSITIONAL CARE INTERVENTION IMPROVES PATIENT-REPORTED OUTCOMES IN OLDER ADULTS WITH STROKE","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"The transition between hospital and home is associated with significant challenges resulting in hospital readmissions and poor health outcomes. This study aimed to test, in real-world clinical practice, the effectiveness of a Transitional Care Stroke Intervention (TCSI) compared to usual care on patient-reported outcomes and health and social service use costs in older adults (> 55 years) with stroke and multimorbidity (> 2 chronic conditions). The TCSI was delivered virtually by an interprofessional (IP) team, and included care coordination/system navigation support, phone/video visits, monthly IP team conferences, and an online resource co-designed with patient partners to support self-management and system navigation. The primary outcome was risk of hospital readmission after six-months. Secondary outcomes included physical and mental functioning, stroke self-management, patient experience, and health and social service costs. Ninety participants were enrolled (44 intervention, 46 control); 11 (12%) participants were lost to follow-up, leaving 79 (39 intervention, 40 control). Differences favoring the intervention group were seen in physical functioning (SF-12 PCS mean difference: 5.10; 95% CI: 1.58-8.62, p=0.005), self-management (Southampton Stroke Self-Management Questionnaire mean difference: 6.00; 95% CI: 0.51—11.50, p=0.03), and patient experience (Person-Centred Coordinated Care Experiences Questionnaire mean difference: 2.64, 95% CI: 0.81, 4.47, p=0.005). No significant between-group differences were seen for baseline to six-month risk of hospital readmission or total health and social service costs. The TCSI produced greater gains in patient-reported physical health, self-management and experience compared with usual stroke care. These improvements were achieved without increasing total healthcare costs.",NA
"sr3_elicit_381","H. Foot, Christopher R. Freeman, K. Hemming, I. Scott, I. Coombes, I. Williams, L. Connelly, J. Whitty, N. Sturman, S. Kirsa, C. Nicholson, G. Russell, C. Kirkpatrick, N. Cottrell","2017","BMJ Open","10.1136/bmjopen-2016-015301","Reducing Medical Admissions into Hospital through Optimising Medicines (REMAIN HOME) Study: protocol for a stepped-wedge, cluster-randomised trial","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Introduction A model of general practitioner (GP) and pharmacist collaboration in primary care may be an effective strategy to reduce medication-related problems and provide better support to patients after discharge. The aim of this study is to investigate whether a model of structured pharmacist and GP care reduces hospital readmissions in high-risk patients.\n\nMethods and analysis This protocol details a stepped-wedge, cluster-randomised trial that will recruit participants over 9 months with a 12-month follow-up. There will be 14 clusters each representing a different general practice medical centre. A total of 2240 participants will be recruited from hospital who attend an enrolled medical centre, take five or more long-term medicines or whose reason for admission was related to heart failure or chronic obstructive pulmonary disease.\n\nThe intervention is a multifaceted service, involving a pharmacist integrated into a medical centre to assist patients after hospitalisation. Participants will meet with the practice pharmacist and their GP after discharge to review and reconcile their medicines and discuss changes made in hospital. The pharmacist will follow-up with the participant and liaise with other health professionals involved in the participant’s care. The control will be usual care, which usually involves a patient self-organising a visit to their GP after hospital discharge.\n\nThe primary outcome is the rate of unplanned, all-cause hospital readmissions over 12 months, which will be analysed using a mixed effects Poisson regression model with a random effect for cluster and a fixed effect to account for any temporal trend. A cost analysis will be undertaken to compare the healthcare costs associated with the intervention to those of usual care.\n\nEthics and dissemination The study has received ethical approval (HREC/16/QRBW/410). The study findings will be disseminated through peer-reviewed publications, conferences and reports to key stakeholders.",NA
"sr3_elicit_415","J. Ridgeway, E. W. Gerdes, Andrew B Dodge, Chad P. Liedl, Michael B. Juntunen, Wendy J Sundt, A. Glasgow, Michelle A. Lampman, Angela L Fink, Sara Severson, G. Lin, Richard R. Sampson, Robert P. Peterson, Brian M. Murley, A. Klassen, Anuradha Luke, P. Friedman, Tamara E. Buechler, J. Newman, R. McCoy","2023","Trials","10.1186/s13063-022-07034-w","Community paramedic hospital reduction and mitigation program: study protocol for a randomized pragmatic clinical trial","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Background\nNew patient-centered models of care are needed to individualize care and reduce high-cost care, including emergency department (ED) visits and hospitalizations for low- and intermediate-acuity conditions that could be managed outside the hospital setting. Community paramedics (CPs) have advanced training in low- and high-acuity care and are equipped to manage a wide range of health conditions, deliver patient education, and address social determinants of health in the home setting. The objective of this trial is to evaluate the effectiveness and implementation of the Care Anywhere with Community Paramedics (CACP) program with respect to shortening and preventing acute care utilization.\nMethods\nThis is a pragmatic, hybrid type 1, two-group, parallel-arm, 1:1 randomized clinical trial of CACP versus usual care that includes formative evaluation methods and assessment of implementation outcomes. It is being conducted in two sites in the US Midwest, which include small metropolitan areas and rural areas. Eligible patients are ≥ 18 years old; referred from an outpatient, ED, or hospital setting; clinically appropriate for ambulatory care with CP support; and residing within CP service areas of the referral sites. Aim 1 uses formative data collection with key clinical stakeholders and rapid qualitative analysis to identify potential facilitators/barriers to implementation and refine workflows in the 3-month period before trial enrollment commences (i.e., pre-implementation). Aim 2 uses mixed methods to evaluate CACP effectiveness, compared to usual care, by the number of days spent alive outside of the ED or hospital during the first 30 days following randomization (primary outcome), as well as self-reported quality of life and treatment burden, emergency medical services use, ED visits, hospitalizations, skilled nursing facility utilization, and adverse events (secondary outcomes). Implementation outcomes will be measured using the RE-AIM framework and include an assessment of perceived sustainability and metrics on equity in implementation. Aim 3 uses qualitative methods to understand patient, CP, and health care team perceptions of the intervention and recommendations for further refinement. In an effort to conduct a rigorous evaluation but also speed translation to practice, the planned duration of the trial is 15 months from the study launch to the end of enrollment.\nDiscussion\nThis study will provide robust and timely evidence for the effectiveness of the CACP program, which may pave the way for large-scale implementation. Implementation outcomes will inform any needed refinements and best practices for scale-up and sustainability.",NA
"sr3_elicit_419","A. Galbraith, David J. Meyers, D. Ross-Degnan, M. Burns, Catherine E. Vialle-Valentin, Marc R. Larochelle, Sharon Touw, Fang Zhang, M. Rosenthal, Richard B. Balaban","2017","Health Services Research","10.1111/1475-6773.12790","Long‐Term Impact of a Postdischarge Community Health Worker Intervention on Health Care Costs in a Safety‐Net System","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Objective\n\nPatient navigators (PNs) may represent a cost-effective strategy to improve transitional care and reduce hospital readmissions. We evaluated the impact of a PN intervention on health system costs in the 180 days after discharge for high-risk patients in a safety-net system.\n\nData Source/Setting\n\nPrimary and secondary data from an academic safety-net health system.\n\nStudy Design\n\nWe compared per-patient utilization and costs, overall and by age, for high-risk, medical service patients randomized to the PN intervention relative to usual care between October 2011 and April 2013. Intervention patients received hospital visits and telephone outreach from PNs for 30 days after every qualifying discharge.\n\nData Collection/Extraction Methods\n\nWe used administrative and electronic encounter data, and a survey of nurses; costs were imputed from the Medicare fee schedule.\n\nPrincipal Findings\n\nTotal costs per patient over the 180 days postindex discharge for those aged ≥60 years were significantly lower for PN patients compared to controls ($5,676 vs. $7,640, p = .03); differences for patients aged <60 ($9,942 vs. $9,046, p = .58) or for the entire cohort ($7,092 vs. $7,953, p = .27) were not significant.\n\nConclusions\n\nPatient navigator interventions may be useful strategies for specific groups of patients in safety-net systems to improve transitional care while containing costs.",NA
"sr3_elicit_470","Sharon M Parker, Parisa Aslani, B. Harris-Roxas, Michael C Wright, Margo Barr, F. Doolan-Noble, Sara Javanparast, Anurag Sharma, Richard H Osborne, John Cullen, Elizabeth Harris, F. Haigh, Mark F Harris, Twitter Ben","2024","BMJ Open","10.1136/bmjopen-2023-077877","Community health navigator-assisted transition of care from hospital to community: protocol for a randomised controlled trial","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Introduction The objective of this parallel group, randomised controlled trial is to evaluate a community health navigator (CHN) intervention provided to patients aged over 40 years and living with chronic health conditions to transition from hospital inpatient care to their homes. Unplanned hospital readmissions are costly for the health system and negatively impact patients.\n\nMethods and analysis Patients are randomised post hospital discharge to the CHN intervention or usual care. A comparison of outcomes between intervention and control groups will use multivariate regression techniques that adjust for age, sex and any independent variables that are significantly different between the two groups, using multiple imputation for missing values. Time-to-event analysis will examine the relationship between seeing a CHN following discharge from the index hospitalisation and reduced rehospitalisations in the subsequent 60 days and 6 months. Secondary outcomes include medication adherence, health literacy, quality of life, experience of healthcare and health service use (including the cost of care). We will also conduct a qualitative assessment of the implementation of the navigator role from the viewpoint of stakeholders including patients, health professionals and the navigators themselves.",NA
"sr3_elicit_478","B. Buurman, J. Parlevliet, Bob A J van Deelen, R. J. de Haan, Sophia E. de Rooij","2010","BMC Health Services Research","10.1186/1472-6963-10-296","A randomised clinical trial on a comprehensive geriatric assessment and intensive home follow-up after hospital discharge: the Transitional Care Bridge","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Background\nOlder patients are at high risk for poor outcomes after acute hospital admission. The mortality rate in these patients is approximately 20%, whereas 30% of the survivors decline in their level of activities of daily living (ADL) functioning three months after hospital discharge. Most diseases and geriatric conditions that contribute to poor outcomes could be subject to pro-active intervention; not only during hospitalization, but also after discharge. This paper presents the design of a randomised controlled clinical trial concerning the effect of a pro-active, multi-component, nurse-led transitional care program following patients for six months after hospital admission.\nMethods/Design\nThree hospitals in the Netherlands will participate in the multi-centre, double-blind, randomised clinical trial comparing a pro-active multi-component nurse-led transitional care program to usual care after discharge. All patients acutely admitted to the Department of Internal Medicine who are 65 years and older, hospitalised for at least 48 hours and are at risk for functional decline are invited to participate in the study. All patients will receive integrated geriatric care by a geriatric consultation team during hospital admission. Randomization, which will be stratified by study site and cognitive impairment, will be conducted during admission. The intervention group will receive the transitional care bridge program, consisting of a handover moment with a community care Care Nurse (CN) during hospital admission and five home visits after discharge. The control group will receive 'care as usual' after discharge. The main outcome is the level of ADL functioning six months after discharge compared to premorbid functioning measured with the Katz ADL index. Secondary outcomes include; survival, cognitive functioning, quality of life, and health care utilization, satisfaction of the patient and primary care giver with the transitional care bridge program. All outcomes will be measured at three, six and twelve months after discharge. Approximately 674 patients will be enrolled to either the intervention or control group.\nDiscussion\nThe study will provide new knowledge on a combined intervention of integrated care during hospital admission, a proactive handover moment before discharge and intensive home visits after discharge.",NA
"sr3_elicit_48","D. Liss, R. Ackermann, Andrew J. Cooper, Emily A. Finch, Courtney Hurt, Nicola Lancki, A. Rogers, A. Sheth, C. Teter, C. Schaeffer","2019","Journal of general internal medicine","10.1007/s11606-019-05078-4","Effects of a Transitional Care Practice for a Vulnerable Population: a Pragmatic, Randomized Comparative Effectiveness Trial","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Background\nThere is limited experimental evidence on transitional care interventions beyond 30 days post-discharge and in vulnerable populations.\n\nObjective\nEvaluate effects of a transitional care practice (TC) that comprehensively addresses patients’ medical and psychosocial needs following hospital discharge.\n\nDesign\nPragmatic, randomized comparative effectiveness trial.\n\nPatients\nAdults discharged from an initial emergency, observation, or inpatient hospital encounter with no trusted usual source of care.\n\nInterventions\nTC intervention included a scheduled post-discharge appointment at the TC practice, where a multidisciplinary team comprehensively assessed patients’ medical and psychosocial needs, addressed modifiable barriers, and subsequent linkage to a new primary care source. Routine Care involved assistance scheduling a post-discharge appointment with a primary care provider that often partnered with the hospital where the initial encounter occurred.\n\nMain Measures\nThe primary outcome was a binary indicator of death or additional hospital encounters within 90 days of initial discharge. Secondary outcomes included any additional hospital encounters, and counts of hospital encounters, over 180 days.\n\nKey Results\nFour hundred ninety patients were randomized to TC intervention and 164 to Routine Care; 34.6% were uninsured, 49.7% had Medicaid, and 57.4% were homeless or lived in a high-poverty area. There was no significant difference between arms in the 90-day probability of death or additional hospital encounters (relative risk [RR] 0.89; 0.91; 95% confidence interval [CI] 0.74–1.13). However, TC patients had 37% and 35% lower probability of any inpatient admission over 90 days (RR 0.63; 95% CI 0.43–0.91) and 180 days (RR 0.65; 95% CI 0.47–0.89), respectively. Over 180 days, TC patients had 42% fewer inpatient admissions (incidence rate ratio 0.58; 95% CI 0.37–0.90).\n\nConclusions\nAmong patients randomized to a patient-centered transitional care intervention, there was no significant reduction in 90-day probability of death or additional hospital encounters. However, there were significant decreases in measures of inpatient admissions over 180 days.",NA
"sr3_elicit_490","S. Samuel, G. Dimitropoulos, Kyleigh Schraeder, S. Klarenbach, A. Nettel-Aguirre, G. Guilcher, D. Pacaud, J. Pinzon, E. Lang, Gail Andrew, L. Zwaigenbaum, Shannon Scott, K. McBrien, L. Hamiwka, A. Mackie","2019","BMJ Open","10.1136/bmjopen-2019-034309","Pragmatic trial evaluating the effectiveness of a patient navigator to decrease emergency room utilisation in transition age youth with chronic conditions: the Transition Navigator Trial protocol","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Introduction Transition to adult care is a challenging and complex process for youth with special healthcare needs. We aim to compare effectiveness of a patient navigator service in reducing emergency room (ER) use among adolescents with chronic health conditions transitioning to adult care.\n\nMethods and analysis Pragmatic randomised controlled trial parallel group design comparing ER visit rates between patients with access to a personalised navigator intervention compared with usual care. Unit of randomisation is the patient. Treatment assignment will not be blinded. Embedded qualitative study to understand navigator’s role and cost analysis attributable to the intervention will be performed. Patients aged 16–21 years, followed within a chronic disease clinic, expected to be transferred to adult care within 12 months and residing in Alberta during study period will be recruited from three tertiary care paediatric hospitals. Sample size will be 300 in each arm. Navigator intervention over 24 months is designed to assist participants in four domains: transition preparation, health system brokering, socioeconomic determinants of health and self-management. Primary outcome is ER visit rate during observation period. Secondary outcomes are ambulatory and inpatient care utilisation measures, as well as Transition Readiness Assessment Questionnaire score, and Short-Form Health Survey 12 (SF-12) score at 6 and 18 months post-randomisation. Poisson regression will compare rates of ER/urgent care visits between navigator and control participants, using intention to treat principle. Cost analysis of the intervention will be conducted. Thematic analysis will be used to identify perceptions of stakeholders regarding the role of navigators.",NA
"sr3_elicit_60","R. Ganann","2021","International Journal of Integrated Care","10.5334/ijic.icic2063","An integrated hospital-to-home transitional care intervention for older adults with multimorbidity and depressive symptoms: A pragmatic effectiveness-implementation trial","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Introduction\n\nOlder adults face increased risk of developing multimorbidity as they age, including experiencing higher levels of depressive symptoms compared to those without multimorbidity.  Older adults with multimorbidity often require care from different healthcare providers in several settings and are, therefore, susceptible to fragmented care. The risk for fragmented care is heightened when transitioning from hospital to home, leading to decreased health-related quality of life, increased readmission rates, decreased patient satisfaction and safety, and increased caregiver burden.  This study tested a novel integrated nurse-led intervention to improve the quality and experience of hospital-to-home transitions for older adults with depressive symptoms and multimorbidity. The intervention included usual care plus in-home visits and phone calls from a Registered Nurse (RN) over a 6-month period. The RN provided system navigation support, education, medication review, and evidence-based strategies to manage depressive symptoms and multimorbidity. \n\nMethods\n\nThis pragmatic randomized controlled trial examined the implementation, effectiveness and costs of an integrated nurse-led hospital-to-home transitional care intervention in three communities in Ontario, Canada.  Study participants (n=127) received the intervention (n=63) or usual care (n=64). Patient and caregiver partners were involved as co-researchers in designing, implementing and evaluating this project.  They informed selection of patient-relevant outcomes, development of study materials, adaptations to the intervention to meet local community needs, interpretation of findings, and knowledge translation. \n\nResults \n\nParticipants were an average age of 76 years and had an average of 8 chronic conditions.  Findings suggest that the intervention was feasible and acceptable to participants and providers. Intervention group participants received an average of 5 visits and 6 phone calls. Intention-to-treat analyses using ANCOVA models showed no statistically significant group differences in outcomes, however, in the intervention group the upper 95% confidence interval for the mean group difference showed greater clinically significant improvements in physical functioning.  Quantile regression showed that the intervention may result in greater improvements in physical functioning for individuals with lower levels of baseline physical functioning and higher levels of perceived social support.  No statistically significant group differences were observed for service use or costs.\n\nDiscussion\n\nSince low physical functioning and perceived social support are linked to higher rates of hospital readmissions and death, components of this intervention may be integral to creating an optimal integrated transitional care model for older adults with multimorbidity, depressive symptoms and lower levels of physical functioning.\n\nConclusions\n\nThe results of this study may inform the delivery of more integrated and coordinated patient-centred care to improve health outcomes in this vulnerable population.\n\nLessons learned\n\nOlder adults with multimorbidity and depressive symptoms transitioning from hospital-to-home are susceptible to adverse events as a result of a poorly designed healthcare system. This study established the feasibility of a new intervention that has the potential to enhance health outcomes in this vulnerable population. \n\nLimitations\n\nThe power of the study was not adequate to detect a significant difference due to sample size.\n\nSuggestions for future research  \n\nFuture research is warranted to test the intervention in other diverse settings and populations.",NA
"sr3_elicit_84","K. Brazil, Christopher Cardwell, G. Carter, Mike Clarke, D. Corry, T. Fahey, Patrick Gillespie, A. Hobbins, K. McGlade, Peter O’Halloran, N. O’Neill, E. Wallace, F. Doyle","2022","BMC Geriatrics","10.1186/s12877-022-03128-x","Anticipatory care planning for community-dwelling older adults at risk of functional decline: a feasibility cluster randomized controlled trial","elicit_ft_include, Excluded","elicit, syrf",NA,NA,NA,"Objectives\nTo determine the feasibility, implementation and outcomes of an Anticipatory Care Planning (ACP) intervention in primary care to assist older adults at risk of functional decline by developing a personalized support plan.\nDesign\nFeasibility cluster randomized control trial.\nSetting and participants\nEight primary care practices (four in Northern Ireland, United Kingdom and four in the Republic of Ireland) were randomly assigned to either intervention or control arm. Eligible patients were those identified in each practice as 70 years of age or older and assessed as at risk of functional decline. Study participants (intervention n = 34, control n = 31) and research staff were not blinded to group assignment.\nAnticipatory care intervention\nThe intervention delivered by a registered nurse including: a) a home-based patient assessment; b) care planning on the basis of a holistic patient assessment, and c) documentation of a support plan.\nOutcome measures\nA conceptual framework (RE-AIM) guided the assessment on the potential impact of the ACP intervention on patient quality of life, mental health, healthcare utilisation, costs, perception of person-centred care, and reduction of potentially inappropriate prescribing. Data were collected at baseline and at 10 weeks and six months following delivery of the intervention.\nResults\nAll pre-specified feasibility indicators were met. Patients were unanimous in the acceptance of the ACP intervention. Health care providers viewed the ACP intervention as feasible to implement in routine clinical practice with attending community supports. While there were no significant differences on the primary outcomes (EQ-5D-5L: -0.07 (-0.17, 0.04) p = .180; CES-D: 1.2 (-2.5, 4.8) p = .468) and most secondary measures, ancillary analysis on social support showed responsiveness to the intervention. Incremental cost analysis revealed a mean reduction in costs of €320 per patient (95% CI -31 to 25; p = 0.82) for intervention relative to the control.\nConclusions\nWe successfully tested the ACP intervention in primary care settings and have shown that it is feasible to implement. The ACP intervention deserves further testing in a definitive trial to determine whether its implementation would lead to better outcomes or reduced costs.",NA
