"duplicate_id","author","year","journal","doi","title","pages","volume","number","abstract","isbn","label","source","record_ids"
"sr2_original_121","Nsoga M. T. N.Kronig I.Rodriguez F. J. P.Sattonnet-Roche P.Silva D. D.Helbling J.Sacks J. A.de Vos M.Boehm E.Gayet- Ageron A.Berger A.Jacquerioz-Bausch F.Chappuis F.Kaiser L.Schibler M.Renzoni
A.Eckerle I.",NA,"","10.1371/journal.pone.0253321","Diagnostic accuracy of Panbio rapid antigen tests on oropharyngeal swabs for detection of SARS-CoV-2",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_121,sr2_elicit_68"
"sr2_original_125","Porte L.Legarraga P.Vollrath V.Aguilera X.Munita J. M.Araos R.Pizarro G.Vial P.Iruretagoyena M.Dittrich S.Weitzel T.",NA,"","10.1016/j.ijid.2020.05.098","Evaluation of a novel antigen-based rapid detection test for the diagnosis of SARS- CoV-2 in respiratory samples",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_125,sr2_elicit_18"
"sr2_original_128","Risti? M.Nikoli? N.?abarkapa V.Turkulov V.Petrovi? V.",NA,"","10.1371/journal.pone.0247606","Validation of the STANDARD Q COVID-19 antigen test in Vojvodina, Serbia",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_128,sr2_elicit_144"
"sr2_original_131","Scohy A.Anantharajah A.Bodéus M.Kabamba-Mukadi B.Verroken A.Rodriguez-Villalobos H.",NA,"","10.1016/j.jcv.2020.104455","Low performance of rapid antigen detection test as frontline testing for COVID-19 diagnosis",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_131,sr2_elicit_35"
"sr2_original_134","Torres I.Poujois S.Albert E.Álvarez G.Colomina J.Navarro D.",NA,"","10.1016/j.jinf.2021.02.010","Point-of-care evaluation of a rapid antigen test (CLINITEST(?) Rapid COVID-19 Antigen Test) for diagnosis of SARS-CoV-2 infection in symptomatic and asymptomatic individuals",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_134,sr2_elicit_180"
"sr2_original_137","J. Agarwal; A. Das; P. Pandey; M. Sen; J.
Garg",NA,"","10.3855/jidc.13925","David vs. Goliath"": A simple antigen detection test with potential to change diagnostic
strategy for SARS-CoV-2""",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_137,sr2_elicit_360"
"sr2_original_146","O. S. Cirit; E. Mutlu; B. Sancak; T. Kocagöz; Ö. Can; C. Çicek; A. Arzu Sayiner; Ö. Appak; N. Y. Uyar; C. Külah; A. Ç. Çiçek; O. B. Özgümüs; Y. Ay Altintop; E. Saatçi; T. Karsligil; Y. Zer; N. S. Özen; Y. Çekin; Z. C. Karahan; E. Evren; A. E. Karakoç; S. G. Orhan; D. Mutlu; T. Bozdemir; Y. T. Çayci; C. Çinar; M. Tasbakan; M. Mert; E. Çinar; O. Ö. E. Kutsoylu; S. Kocagöz; A. Ertürk; I. Çelik; A. Ö. Mete; M. Günalp Eneyli; I. Akdemir; T. Karakök; D. Inan; A. Atilla; S. O. Taflan; K.
E. Yörük",NA,"","10.1007/s15010-022-01832-9","Comparison of a novel antigen detection test with reverse transcription polymerase chain reaction assay for laboratory diagnosis of SARS-CoV-2 infection",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_146,sr2_elicit_292"
"sr2_original_148","S. Fourati; C. Langendorf; E. Audureau; D. Challine; J. Michel; A. Soulier; N. Ahnou; I. Désveaux; O. Picard; V. Ortonne; A. Gourgeon; C. Mills; F. Hémery; C. Rieux; J.
M. Pawlotsky; N. Malou; S. Chevaliez",NA,"","10.1016/j.jcv.2021.104930","Performance of six rapid diagnostic tests for SARS-CoV-2 antigen detection and implications for practical use",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_148,sr2_elicit_131"
"sr2_original_152","R. Kanaujia; A. Ghosh; R. Mohindra; V. Singla; K. Goyal; R. Gudisa; V. Sharma; L. Mohan; N. Kaur; G. K. Mohi; I. Bora; R. K.
Ratho; R. K. Soni; A. Bhalla; M. P. Singh",NA,"","10.1016/j.ijmmb.2021.07.003","Rapid antigen detection kit for the diagnosis of SARS-CoV-2 - are we missing asymptomatic patients?",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_152,sr2_elicit_264"
"sr2_original_154","V. Martín?sánchez; T. Fernández?villa; A. Carvajal Urueña; A. Rivero Rodríguez; S. Reguero Celada; G. Sánchez Antolín; J. P. Fernández?vázquez",NA,"","10.3390/jcm10173854","Role of rapid antigen testing in population?based sars?cov?2 screening",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_154,sr2_elicit_300"
"sr2_original_156","O. Mboma; E. Rieke; P. Ahmad-Nejad; S. Wirth; M. Aydin",NA,"","10.3390/children8080682","Diagnostic Performance of SARS-CoV-2 Rapid Antigen Test in a Large, German Cohort",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_156,sr2_elicit_155"
"sr2_original_157","A. Medoro; S. Davinelli; S. Voccola; G. Cardinale; D. Passarella; N. Marziliano; M. Intrieri",NA,"","10.3390/diagnostics12051279","Assessment of the Diagnostic Performance of a Novel SARS-CoV-2 Antigen Sealing Tube Test Strip (Colloidal Gold) as Point-of-Care Surveillance Test",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_157,sr2_elicit_369"
"sr2_original_158","P. Merino-Amador; P. González- Donapetry; M. Domínguez-Fernández; F. González-Romo; M. Sánchez-Castellano;
A. Seoane-Estevez; A. Delgado-Iribarren;
J. García; G. Bou; M. Cuenca-Estrella; J. Oteo-Iglesias",NA,"","10.1016/j.jcv.2021.104961","Clinitest rapid COVID-19 antigen test for the diagnosis of SARS-CoV-2 infection: A multicenter evaluation study",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_158,sr2_elicit_206"
"sr2_original_159","A. Mirahmadizadeh; B. S. Yeganeh; J. Hassanzadeh; L. Badiee; M. Vali; Z. Maleki; A. Akbari; T. Pakdel; H. Ghaem",NA,"","10.4274/mjima.galenos.2021.2021.2","Value of rapid antigen test in comparison with reverse transcriptase-polymerase chain reaction method in the diagnosis of covid-19",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_159,sr2_elicit_351"
"sr2_original_160","S. L. Mitchell; S. Orris; T. Freeman; M. C. Freeman; M. Adam; M. Axe; J. Gribschaw;
J. Suyama; A. Hoberman; A. Wells",NA,"","10.1186/s12879-021-06716-1","Performance of SARS-CoV-2 antigen testing in symptomatic and asymptomatic adults: a single-center evaluation",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_exclude","original,elicit","sr2_original_160,sr2_elicit_320"
"sr2_original_166","I. Polvere; S. Voccola; S. D’andrea; L. Zerillo; R. Varricchio; J. R. Madera; R. Stilo; P. Vito; T. Zotti",NA,"","10.3390/diagnostics12030650","Evaluation of FAST COVID-19 SARS-CoV-2 Antigen Rapid Test Kit for Detection of SARS-CoV-2 in Respiratory Samples from Mildly Symptomatic or Asymptomatic Patients",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_166,sr2_elicit_161"
"sr2_original_168","T. R. Randriamahazo; A. M. Andrianarivelo; A. T. Rakotoarivo; T. M. Raheritiana; L. A. Rakotovao; Z. A. Randriamanantany; A. O. Rakoto Alson; A. Rasamindrakotroka",NA,"","10.1016/j.jviromet.2021.114409","Evaluation of antigen-based rapid detection test for the diagnosis of SARS CoV-2 in low-income countries",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_168,sr2_elicit_354"
"sr2_original_169","P. V. Roderick; S. Ewoud; H. Lotty; K. V. Irene; B. Wouter; D. P. Suzan; F. Z. Vivian;
B. L. Esther; H. Marloes; K. Marco; M. Richard; W. Constantijn; H. V. Irene; C. S. Leonard; R. S. N.-I. Carla; G. H. H. Wanda;
H. Susan van den; A. J. K. Jan; H. H. M. v.
d. W. Janneke; G. M. M. Karel",NA,"","10.1016/j.cmi.2022.11.004","Diagnostic accuracy of SARS-CoV-2 rapid antigen self-tests in asymptomatic individuals in the Omicron period: cross sectional study",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_169,sr2_elicit_327"
"sr2_original_171","J. G. Routsias; M. Mavrouli; P. Tsoplou; K.
Dioikitopoulou; A. Tsakris",NA,"","10.1038/s41598-021-02197-z","Diagnostic performance of rapid antigen tests (RATs) for SARS-CoV-2 and their
efficacy in monitoring the infectiousness of COVID-19 patients",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_171,sr2_elicit_148"
"sr2_original_177","E. Schuit; I. K. Veldhuijzen; R. P. Venekamp; W. Van Den Bijllaardt; S. D. Pas; E. B. Lodder; R. Molenkamp; C. H. Geurtsvankessel; J. Velzing; R. C. Huisman; L. Brouwer; T. L. Boelsums; G. J. Sips; K. S. M. Benschop; L. Hooft; J. H. H.
M. Van De Wijgert; S. Van Den Hof; K. G.
M. Moons",NA,"","10.1136/bmj.n1676","Diagnostic accuracy of rapid antigen tests in asymptomatic and presymptomatic close contacts of individuals with confirmed SARS-CoV-2 infection: Cross sectional study",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_177,sr2_elicit_59"
"sr2_original_184","A. Berger; M. T. N. Nsoga; F. J. Perez- Rodriguez; Y. A. Aad; P. Sattonnet-Roche;
A. Gayet-Ageron; C. Jaksic; G. Torriani; E. Boehm; I. Kronig; J. A. Sacks; M. de Vos;
F. Jacquerioz Bausch; F. Chappuis; A.
Renzoni; L. Kaiser; M. Schibler; I. Eckerle",NA,"","10.1371/journal.pone.0248921","Diagnostic accuracy of two commercial SARSCoV- 2 antigen-detecting rapid tests at the point of care in community-based testing centers",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_184,sr2_elicit_9"
"sr2_original_193","M. C. Montalvo Villalba; E. Sosa Glaria; L.
L. A. Rodriguez Lay; O. Valdés Ramirez; D. Vallina García; A. Arencibia Garcia; J. Martinez Alfonso; D. M. Menes Llerena; L. Torres Pérez; S. R. Resik Aguirre; M. G.
Guzman Tirado",NA,"","10.1002/jmv.27412","Performance evaluation of Elecsys SARS-CoV-2 Antigen immunoassay for diagnostic of COVID-19",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_193,sr2_elicit_230"
"sr2_original_197","Möckel M.Corman V. M.Stegemann M. S.Hofmann J.Stein A.Jones T.  C.Gastmeier P.Seybold J.Offermann R.Bachmann U.Lindner T.Bauer W.Drosten C.Rosen A.Somasundaram R.",NA,"","10.1080/1354750X.2021.1876769","SARS-CoV-2 antigen rapid immunoassay for diagnosis of COVID-19 in the emergency department",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_197,sr2_elicit_57"
"sr2_original_198","A. Farhana; D. Zahoor; S. Wani; R. A. Khan; R. Nasir; F. Kanth",NA,"","10.1016/j.ijmmb.2022.06.007","Diagnostic utility and performance of rapid antigen test in SARS CoV- 2 in symptomatic and asymptomatic patients during the second pandemic wave in Kashmir, North India",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_198,sr2_elicit_389"
"sr2_original_201","Yamayoshi S.Sakai-Tagawa Y.Koga M.Akasaka O.Nakachi I.Koh H.Maeda K.Adachi E.Saito M.Nagai H.Ikeuchi K.Ogura T.Baba R.Fujita K.Fukui T.Ito F.Hattori S. I.Yamamoto K.Nakamoto T.Furusawa Y.Yasuhara A.Ujie M.Yamada S.Ito M.Mitsuya H.Omagari N.Yotsuyanagi H.Iwatsuki-Horimoto K.Imai M.Kawaoka Y.",NA,"","10.3390/v12121420","Comparison of Rapid Antigen Tests for COVID-19",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_201,sr2_elicit_99"
"sr2_original_226","Diao B.Wen K.Zhang J.Chen J.Han
C.Chen Y.Wang S.Deng G.Zhou H.Wu Y.",NA,"","10.1016/j.cmi.2020.09.057","Accuracy of a nucleocapsid protein antigen rapid test in the diagnosis of SARS-CoV-2
infection",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_226,sr2_elicit_76"
"sr2_original_235","M. Ben Abdelhanin; D. M. Mvumbi; A.
Agathine; N. Nanos; S. Gidenne",NA,"","10.1016/j.jcv.2021.104991","Evaluation of the Elecsys SARS-CoV-2 antigen assay for the detection of SARS-CoV-
2 in nasopharyngeal swabs",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_235,sr2_elicit_392"
"sr2_original_238","T. Mueller; J. Kompatscher; M. La Guardia",NA,"","10.1002/jcla.23906","Diagnostic performance of the Elecsys SARS-CoV-2 antigen assay in the clinical routine of a tertiary care hospital: Preliminary results from a single-center evaluation",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_238,sr2_elicit_398"
"sr2_original_242","V. T. Chu; N. G. Schwartz; M. A. P. Donnelly; M. R. Chuey; R. Soto; A. R. Yousaf; E. N. Schmitt-Matzen; S. Sleweon;
J. Ruffin; N. Thornburg; J. L. Harcourt; A. Tamin; G. Kim; J. M. Folster; L. J. Hughes;
S. Tong; G. Stringer; B. A. Albanese; S. E. Totten; M. M. Hudziec; S. R. Matzinger; E.
A. Dietrich; S. W. Sheldon; S. Stous; E. C. McDonald; B. Austin; M. E. Beatty; J. E. Staples; M. E. Killerby; C. H. Hsu; J. E.
Tate; H. L. Kirking; A. Matanock",NA,"","10.1001/jamainternmed.2022.1827","Comparison of Home Antigen Testing With RT-PCR and Viral Culture During the Course of SARS-CoV-2 Infection",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_242,sr2_elicit_63"
"sr2_original_266","Bohn Mary KathrynLippi GiuseppeHorvath Andrea R.Erasmus RajivGrimmler MatthiasGramegna MaurizioMancini NicasioMueller RobertRawlinson William D.Menezes María ElizabethPatru Maria- MagdalenaRota FabioSethi SunilSingh KrishnaYuen Kwok-YungWang Cheng- BinAdeli Khosrow",NA,"","10.1515/cclm-2021-0455","IFCC interim guidelines on rapid point-of-care antigen testing for SARS-CoV-2 detection in asymptomatic and symptomatic individuals",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_exclude","original,elicit","sr2_original_266,sr2_elicit_132"
"sr2_original_269","Dinnes J Deeks JJ",NA,"","10.7326/ACPJ202012150-069","Rapid antigen and molecular tests had varied sensitivity and ?97% specificity for detecting SARS-CoV-2 infection",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_269,sr2_elicit_55"
"sr2_original_303","L. A. Heger; N. Elsen; M. Rieder; N. Gauchel; U. Sommerwerck; C. Bode; D. Duerschmied; M. Oette; I. Ahrens",NA,"","10.1186/s12879-022-07447-7","Clinical analysis on diagnostic accuracy of Bosch Vivalytic SARS-CoV-2 point-of-care test and evaluation of cycle threshold at admission for COVID-19 risk assessment",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_303,sr2_elicit_400"
"sr2_original_310","P. A. P. D. K. J. T. Sagar",NA,"","10.1371/journal.pgph.0000358","Diagnostic accuracy of antigen-detection rapid diagnostic tests for diagnosis of COVID-19 in low-and middle-income countries: a systematic review and meta- analysis",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_310,sr2_elicit_13"
"sr2_original_312","Y. H. Wang; C. C. Wu; C. H. Bai; S. C. Lu;
Y. P. Yang; Y. Y. Lin; W. Y. Lai; T. W. Lin;
Y. C. Jheng; M. C. Lee; C. C. Chen",NA,"","10.1097/JCMA.0000000000000626","Evaluation of the diagnostic accuracy of COVID-19 antigen tests: A systematic review and meta-analysis",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_312,sr2_elicit_22"
"sr2_original_316","Bernard M.Cosentino G.Pieri L.Zachary
P.Buser M.Kbaier L.Giannoli J. M.",NA,"","10.1684/abc.2021.1641","Retrospective analysis of the performance of the SARS-CoV-2 rapid antigen
detection test compared to the reference RT-PCR test",NA,NA,NA,NA,NA,"original_ft_exclude,elicit_include","original,elicit","sr2_original_316,sr2_elicit_425"
"sr2_original_321","Blairon LaurentCupaiolo RobertoThomas IsabellePiteüs SébastienWilmet AlainBeukinga IngridTré-Hardy Marie",NA,"","10.1002/jmv.27108","Efficacy comparison of three rapid antigen tests for SARS-CoV-2 and how viral load impact their performance",NA,NA,NA,NA,NA,"original_ca_exclude,elicit_include","original,elicit","sr2_original_321,sr2_elicit_281"
"sr2_original_322","Bruzzone B.De Pace V.Caligiuri P.Ricucci V.Guarona G.Pennati B. M.Boccotti S.Orsi A.Domnich A.Da Rin G.Icardi G.",NA,"","10.1016/j.ijid.2021.04.072","Comparative diagnostic performance of rapid antigen detection tests for COVID-19 in a hospital setting",NA,NA,NA,NA,NA,"original_ca_exclude,elicit_include","original,elicit","sr2_original_322,sr2_elicit_284"
"sr2_original_323","C.Giaché S.Rzepecki V.Seve A.Gubavu C.Baud K.Le Helloco C.Cassuto G. N.Pialoux G.Hocqueloux L.Prazuck T.",NA,"","10.1002/jmv.26896","High performance of a novel antigen detection test on nasopharyngeal specimens for diagnosing SARS-CoV-2 infection",NA,NA,NA,NA,NA,"original_ca_exclude,elicit_include","original,elicit","sr2_original_323,sr2_elicit_114"
"sr2_original_325","Jääskeläinen A. E.Ahava M. J.Jokela P.Szirovicza L.Pohjala S.Vapalahti O.Lappalainen M.Hepojoki J.Kurkela S.",NA,"","10.1016/j.jcv.2021.104785","Evaluation of three rapid lateral flow antigen detection tests for the diagnosis of SARS-CoV-2 infection",NA,NA,NA,NA,NA,"original_ca_exclude,elicit_include","original,elicit","sr2_original_325,sr2_elicit_106"
"sr2_original_326","Karon B. S.Donato L.Bridgeman A. R.Blommel J. H.Kipp B.Maus A.Renuse S.Kemp J.Madugundu A. K.Vanderboom P. M.Chavan S.Dasari S.Singh R. J.Grebe S. K. G.Pandey A.",NA,"","10.1093/clinchem/hvab138","Analytical sensitivity and specificity of four point of care rapid antigen diagnostic tests for SARS-CoV-2 using real-time quantitative PCR, quantitative droplet digital PCR, and a mass spectrometric antigen assay as comparator methods",NA,NA,NA,NA,NA,"original_ca_exclude,elicit_include","original,elicit","sr2_original_326,sr2_elicit_182"
"sr2_original_331","Kweon O. J.Lim Y. K.Kim H. R.Choi Y.Kim M. C.Choi S. H.Chung J. W.Lee
M. K.",NA,"","10.1371/journal.pone.0249972","Evaluation of rapid SARS-CoV-2 antigen tests, AFIAS COVID-19 Ag and ichroma COVID-19 Ag, with serial nasopharyngeal specimens from COVID-19 patients",NA,NA,NA,NA,NA,"original_ca_exclude,elicit_include","original,elicit","sr2_original_331,sr2_elicit_165"
"sr2_original_334","Liotti F. M.Menchinelli G.Lalle E.Palucci I.Marchetti S.Colavita F.La Sorda M.Sberna G.Bordi L.Sanguinetti M.Cattani P.Capobianchi M. R.Posteraro B.",NA,"","10.1016/j.cmi.2020.09.030","Performance of a novel diagnostic assay for rapid SARS-CoV-2 antigen detection in nasopharynx samples",NA,NA,NA,NA,NA,"original_ca_exclude,elicit_include","original,elicit","sr2_original_334,sr2_elicit_66"
"sr2_original_336","Mak G. C.Cheng P. K.Lau S. S.Wong
K. K.Lau C. S.Lam E. T.Chan R.
C.Tsang D. N.",NA,"","10.1016/j.jcv.2020.104500","Evaluation of rapid antigen test for detection of SARS-CoV-2 virus",NA,NA,NA,NA,NA,"original_ca_exclude,elicit_include","original,elicit","sr2_original_336,sr2_elicit_32"
"sr2_original_338","Mboumba Bouassa R. S.Veyer D.Péré H.Bélec L.",NA,"","10.1016/j.ijid.2021.03.051","Analytical performances of the point-of-care SIENNA™ COVID-19 Antigen Rapid Test for the detection of SARS-CoV-2 nucleocapsid protein in nasopharyngeal swabs: A prospective evaluation during the COVID-19 second wave in France",NA,NA,NA,NA,NA,"original_ca_exclude,elicit_include","original,elicit","sr2_original_338,sr2_elicit_211"
