"author","title","doi","journal","year","pages","volume","number","abstract","record_id","isbn","label","source","doi_clean"
"Kepczynski Casey M.Genigeski Jaelin A.de Regnier Daniel P.Jadhav Emmanuel D.Sohn Minji Klepser Michael E.","Performance of the BD Veritor system SARS-CoV-2 antigen test among asymptomatic collegiate athletes: A diagnostic accuracy study","http://dx.doi.org/10.1016/j.rcsop.2021.100047","",NA,NA,NA,NA,NA,"sr2_original_11",NA,"original_ft_exclude","original","10.1016/j.rcsop.2021.100047"
"Kim H. Y.Lee J. H.Kim M. J.Park S. C.Choi M.Lee W.Ku K. B.Kim B. T.Changkyun Park E.Kim H. G.Kim S. I.","Development of a SARS-CoV-2-specific biosensor for antigen detection using scFv- Fc fusion proteins","https://doi.org/10.1016/j.bios.2020.112868","",NA,NA,NA,NA,NA,"sr2_original_12",NA,"original_ft_exclude","original","10.1016/j.bios.2020.112868"
"Kim S.Yee E. H.Miller E. A.Hao Y.Tay D.
M. Y.Sung K. J.Jia H.Johnson J. M.Saeed M.Mace C. R.Yurt D. Y.Sikes H.","Developing a SARS-CoV-2 Antigen Test Using Engineered Affinity Proteins","PMID: 34013166","",NA,NA,NA,NA,NA,"sr2_original_13",NA,"original_ft_exclude","original",NA
"Kontogianni K.Cubas-Atienzar A. I.Wooding D.Buist K.Thompson C. R.Williams C. T.Baldwin L.Escadafal C.Sacks J. A.Adams E. R.Edwards T.","Lateral flow antigen tests can sensitively detect live cultured virus of the SARS-CoV-2 B1.1.7 lineage","https://doi.org/10.1016/j.jinf.2021.05.033","",NA,NA,NA,NA,NA,"sr2_original_14",NA,"original_ft_exclude","original","10.1016/j.jinf.2021.05.033"
"Kurtulmus Mehmet SerhanKazezoglu CemalCakiroglu BusraYilmaz HabipGuner Abdullah Emre","The urine foaming test in COVID-19 as a useful tool in diagnosis, prognosis and follow-up: Preliminary results","doi: 10.14744/nci.2020.42027","",NA,NA,NA,NA,NA,"sr2_original_15",NA,"original_ft_exclude","original","10.14744/nci.2020.42027"
"Liu DanJu ChenhuiHan ChaoShi RuiChen XuehuiDuan DeminYan JinghuaYan Xiyun","Nanozyme chemiluminescence paper test for rapid and sensitive detection of SARS- CoV-2 antigen","https://doi.org/10.1016/j.bios.2020.112817","",NA,NA,NA,NA,NA,"sr2_original_16",NA,"original_ft_exclude","original","10.1016/j.bios.2020.112817"
"Liu M.Arora R. K.Krajden M.","Rapid antigen tests for SARS-CoV-2","www.cmaj.ca/lookup/doi/10.1503/cmaj.210100","",NA,NA,NA,NA,NA,"sr2_original_17",NA,"original_ft_exclude","original","10.1503/cmaj.210100"
"Mendels David- A.Dortet LaurentEmeraud CécileOueslati SaoussenGirlich DelphineRonat Jean-BaptisteBernabeu SandrineBahi SilvestreAtkinson Gary J. H.Naas Thierry","Using artificial intelligence to improve COVID-19 rapid diagnostic test result interpretation","https://doi.org/10.1073/pnas.2019893118","",NA,NA,NA,NA,NA,"sr2_original_18",NA,"original_ft_exclude","original","10.1073/pnas.2019893118"
"Mojsoska B.Larsen S.Olsen D. A.Madsen
J. S.Brandslund I.Alatraktchi F. A.","Rapid SARS-CoV-2 Detection Using Electrochemical Immunosensor","https://doi.org/10.3390/s21020390","",NA,NA,NA,NA,NA,"sr2_original_19",NA,"original_ft_exclude","original","10.3390/s21020390"
"Pirovano G.Ordonez A. A.Jain S. K.Reiner
T.Carroll L. S.Pillarsetty N. V. K.","Rapid detection of SARS-CoV-2 using a radiolabeled antibody","https://doi.org/10.1016/j.nucmedbio.2021.05.002","",NA,NA,NA,NA,NA,"sr2_original_20",NA,"original_ft_exclude","original","10.1016/j.nucmedbio.2021.05.002"
"Pollock N. R.Savage T. J.Wardell H.Lee R. A.Mathew A.Stengelin M.Sigal G. B.","Correlation of SARS-CoV-2 Nucleocapsid Antigen and RNA Concentrations in Nasopharyngeal Samples from Children and Adults Using an Ultrasensitive and Quantitative Antigen Assay","https://doi.org/10.1128/JCM.03077-20.","",NA,NA,NA,NA,NA,"sr2_original_21",NA,"original_ft_exclude","original","10.1128/JCM.03077-20"
"Porte LorenaLegarraga PauletteIruretagoyena MirentxuVollrath ValeskaPizarro GabrielMunita JoseAraos RafaelWeitzel Thomas","Evaluation of two fluorescence immunoassays for the rapid detection of SARS-CoV-2 antigen-new tool to detect infective COVID-19 patients","DOI 10.7717/peerj.10801","",NA,NA,NA,NA,NA,"sr2_original_22",NA,"original_ft_exclude","original","10.7717/peerj.10801"
"Ricks S.Kendall E. A.Dowdy D. W.Sacks J. A.Schumacher S. G.Arinaminpathy N.","Quantifying the potential value of antigen-detection rapid diagnostic tests for COVID- 19: a modelling analysis","https://doi.org/10.1186/s12916-021-01948-z","",NA,NA,NA,NA,NA,"sr2_original_23",NA,"original_ft_exclude","original","10.1186/s12916-021-01948-z"
"Rusanen J.Kareinen L.Szirovicza L.U?urlu H.Levanov L.Jääskeläinen A.Ahava M.Kurkela S.Saksela K.Hedman K.Vapalahti O.Hepojoki J.","A Generic, Scalable, and Rapid Time-Resolved Förster Resonance Energy Transfer- Based Assay for Antigen Detection-SARS-CoV-2 as a Proof of Concept","https://doi.org/10.1128/mBio.00902-21.","",NA,NA,NA,NA,NA,"sr2_original_24",NA,"original_ft_exclude","original","10.1128/mBio.00902-21"
"Seo GiwanLee GeonheeKim Mi JeongBaek Seung-HwaChoi MinsukKu Keun BonLee Chang-SeopJun SangmiPark DaeuiKim Hong GiKim Seong-JunLee Jeong- O.Kim Bum TaePark Edmond ChangkyunKim Seung Il","Rapid Detection of COVID-19 Causative Virus (SARS-CoV-2) in Human Nasopharyngeal Swab Specimens Using Field-Effect Transistor-Based Biosensor","https://dx.doi.org/10.1021/acsnano.0c02823","",NA,NA,NA,NA,NA,"sr2_original_25",NA,"original_ft_exclude","original","10.1021/acsnano.0c02823"
"Shokr AhmedPacheco Luis G. C.Thirumalaraju PrudhviKanakasabapathy Manoj KumarGandhi JahnaviKartik DeekshaSilva Filipe S. R.Erdogmus EdaKandula HemanthLuo ShenglinYu Xu G.Chung Raymond T.Li Jonathan
Z.Kuritzkes Daniel R.Shafiee Hadi","Mobile Health (mHealth) Viral Diagnostics Enabled with Adaptive Adversarial Learning","https://dx.doi.org/10.1021/acsnano.0c06807","",NA,NA,NA,NA,NA,"sr2_original_26",NA,"original_ft_exclude","original","10.1021/acsnano.0c06807"
"Tripathy DevjyotiRoy Avik KumarKhanna Rohit C.Jalali SubhadraPanigrahy BharatParija Deepthi ChandranRath Suryasnata","Point-of-care rapid antigen testing for COVID-19 at a tertiary eye care facility: Role in commencement of elective surgeries, contact tracing and implementation of back-to- work policy","DOI:10.4103/ijo.IJO_3119_20","",NA,NA,NA,NA,NA,"sr2_original_27",NA,"original_ft_exclude","original","10.4103/ijo.IJO_3119_20"
"Yokota IsaoShane Peter Y.Teshima
Takanori","Logistic advantage of two-step screening strategy for SARS-CoV-2 at airport
quarantine","https://doi.org/10.1016/j.tmaid.2021.102127","",NA,NA,NA,NA,NA,"sr2_original_28",NA,"original_ft_exclude","original","10.1016/j.tmaid.2021.102127"
"Yousman Laurie C.Khunte AkshayHsiang WalterJain SiddharthForman HowardWiznia Daniel","Urgent care center wait times increase for COVID-19 results in August 2020, with rapid testing availability limited","https://doi.org/10.1186/s12913-021-06338-y","",NA,NA,NA,NA,NA,"sr2_original_29",NA,"original_ft_exclude","original","10.1186/s12913-021-06338-y"
"Zaher K. S.El-Dabae W. H.El-Sebelgy M.
M.Aly N. I.Salama Z. T.","Genotyping and phylogenetic analysis of canine parvovirus circulating in Egypt","www.doi.org/10.14202/vetworld.2020.326-333","",NA,NA,NA,NA,NA,"sr2_original_30",NA,"original_ft_exclude","original","10.14202/vetworld.2020.326-333"
"Zheng W.","Predicting cryptic ligand binding sites based on normal modes guided conformational sampling","DOI: 10.1002/prot.26027","",NA,NA,NA,NA,NA,"sr2_original_31",NA,"original_ft_exclude","original","10.1002/prot.26027"
"Zhu Feng-CaiLi Yu-HuaGuan Xu-HuaHou Li-HuaWang Wen-JuanLi Jing-XinWu Shi- PoWang Bu-SenWang ZhaoWang LeiJia Si-YueJiang Hu-DachuanWang LingJiang TaoHu YiGou Jin-BoXu Sha-BeiXu Jun- JieWang Xue-WenWang WeiChen Wei","Safety, tolerability, and immunogenicity of a recombinant adenovirus type-5 vectored COVID-19 vaccine: a dose-escalation, open-label, non-randomised, first-in-human trial","https://doi.org/10.1016/S0140-6736(20)31208-3","",NA,NA,NA,NA,NA,"sr2_original_32",NA,"original_ft_exclude","original","10.1016/S0140-6736(20)31208-3"
"Zietz MichaelZucker JasonTatonetti Nicholas P.","Associations between blood type and COVID-19 infection, intubation, and death","https://doi.org/10.1038/s41467-020-19623-x","",NA,NA,NA,NA,NA,"sr2_original_33",NA,"original_ft_exclude","original","10.1038/s41467-020-19623-x"
"N. Adnan; S. S. Khandker; A. Haq; M. A. Chaity; A. Khalek; A. Q. Nazim; T. Kaitsuka; K. Tomizawa; M. Mie; E. Kobatake; S. Ahmed; N. A. A. Ali; M. U.
Khondoker; M. Haque; M. R. Jamiruddin","Detection of SARS-CoV-2 by antigen ELISA test is highly swayed by viral load and sample storage condition","https://doi.org/10.1080/14787210.2021.1976144","",NA,NA,NA,NA,NA,"sr2_original_34",NA,"original_ft_exclude","original","10.1080/14787210.2021.1976144"
"P. Akarapipad; K. Kaarj; L. E. Breshears;
K. Sosnowski; J. Baker; B. T. Nguyen; C. Eades; J. L. Uhrlaub; G. Quirk; J. Nikolich- Žugich; M. Worobey; J. Y. Yoon","Smartphone-based sensitive detection of SARS-CoV-2 from saline gargle samples via flow profile analysis on a paper microfluidic chip","https://doi.org/10.1016/j.bios.2022.114192","",NA,NA,NA,NA,NA,"sr2_original_35",NA,"original_ft_exclude","original","10.1016/j.bios.2022.114192"
"H. R. Boehringer; B. J. O'Farrell","Lateral Flow Assays in Infectious Disease Diagnosis","DOI: 10.1093/clinchem/hvab194","",NA,NA,NA,NA,NA,"sr2_original_36",NA,"original_ft_exclude","original","10.1093/clinchem/hvab194"
"Y. Chen; F. Liu; L. P. Lee","Quantitative and ultrasensitive in situ immunoassay technology for SARS-CoV-2
detection in saliva","PMID: 35613342","",NA,NA,NA,NA,NA,"sr2_original_37",NA,"original_ft_exclude","original",NA
"A. I. Cubas-Atienzar; K. Kontogianni; T. Edwards; D. Wooding; K. Buist; C. R. Thompson; C. T. Williams; E. I. Patterson;
G. L. Hughes; L. Baldwin; C. Escadafal; J.
A. Sacks; E. R. Adams","Limit of detection in different matrices of 19 commercially available rapid antigen tests for the detection of SARS-CoV-2","https://doi.org/10.1038/s41598-021-97489-9","",NA,NA,NA,NA,NA,"sr2_original_38",NA,"original_ft_exclude","original","10.1038/s41598-021-97489-9"
"E. Frew; D. Roberts; S. Barry; M. Holden;
A. Restell Mand; E. Mitsock; E. Tan; W. Yu;
J. Skog","A SARS-CoV-2 antigen rapid diagnostic test for resource limited settings","https://doi.org/10.1038/s41598-021-02128-y","",NA,NA,NA,NA,NA,"sr2_original_39",NA,"original_ft_exclude","original","10.1038/s41598-021-02128-y"
"L. Fuentes; N. Shah; S. Kelly; G. Harnett;
K. A. Schulman","Exploring Workplace Testing with Real-Time Polymerase Chain Reaction SARS-CoV- 2 Testing","DOI: 10.3122/jabfm.2022.01.210284","",NA,NA,NA,NA,NA,"sr2_original_40",NA,"original_ft_exclude","original","10.3122/jabfm.2022.01.210284"
"M. Hledík; J. Polechová; M. Beiglböck; A.
N. Herdina; R. Strassl; M. Posch","Analysis of the specificity of a COVID-19 antigen test in the Slovak mass testing program","https://doi.org/10.1371/journal.pone.0255267","",NA,NA,NA,NA,NA,"sr2_original_41",NA,"original_ft_exclude","original","10.1371/journal.pone.0255267"
"M. Homza; H. Zelena; J. Janosek; H. Tomaskova; E. Jezo; A. Kloudova; J. Mrazek; V. Murinova; R. Madar","Performance of seven sars-cov-2 self-tests based on saliva, anterior nasal and nasopharyngeal swabs corrected for infectiousness in real-life conditions: A cross- sectional test accuracy study","https://doi.org/10.3390/diagnostics11091567","",NA,NA,NA,NA,NA,"sr2_original_42",NA,"original_ft_exclude","original","10.3390/diagnostics11091567"
"Y. Kyosei; M. Namba; S. Yamura; S. Watabe; T. Yoshimura; T. Sasaki; T. Shioda; E. Ito","Improved Detection Sensitivity of an Antigen Test for SARS-CoV-2 Nucleocapsid Proteins with Thio-NAD Cycling","DOI:10.1248/bpb.b21-00387","",NA,NA,NA,NA,NA,"sr2_original_43",NA,"original_ft_exclude","original","10.1248/bpb.b21-00387"
"L. Liv; G. Çoban; N. Nakibo?lu; T. Kocagöz","A rapid, ultrasensitive voltammetric biosensor for determining SARS-CoV-2 spike protein in real samples","https://doi.org/10.1016/j.bios.2021.113497","",NA,NA,NA,NA,NA,"sr2_original_44",NA,"original_ft_exclude","original","10.1016/j.bios.2021.113497"
"L. Malic; D. Brassard; D. Da Fonte; C. Nassif; M. Mounier; A. Ponton; M. Geissler;
M. Shiu; K. J. Morton; T. Veres","Automated sample-to-answer centrifugal microfluidic system for rapid molecular diagnostics of SARS-CoV-2","DOI: 10.1039/d2lc00242f","",NA,NA,NA,NA,NA,"sr2_original_45",NA,"original_ft_exclude","original","10.1039/d2lc00242f"
"Zhao; J. Xie; Y. Jiang; X. Yu; X. Fang; X. Dai","Lateral Flow Immunoassay Coupled with Copper Enhancement for Rapid and Sensitive SARS-CoV-2 Nucleocapsid Protein Detection","https://doi.org/10.3390/bios12010013","",NA,NA,NA,NA,NA,"sr2_original_46",NA,"original_ft_exclude","original","10.3390/bios12010013"
"Y. Po Chin; W. Song; M. M. Islam; D. W.
Bates; L. Zhou; Y. Chuan Li","Sequential coupling of dry and wet COVID-19 screening to reduce the number of
quarantined individuals","https://doi.org/10.1016/j.cmpb.2022.106715","",NA,NA,NA,NA,NA,"sr2_original_47",NA,"original_ft_exclude","original","10.1016/j.cmpb.2022.106715"
"S. Realegeno; S. Hash; C. Wong; R. Liu; J. Shepherd; R. T. Schooley; D. A. Lipson; F. Fung; S. Menon; D. T. Pride","Molecular Mirror Technology Facilitates High-Throughput, Accurate SARS-CoV-2 Testing","https://doi.org/10.1128/Spectrum.00392-21.","",NA,NA,NA,NA,NA,"sr2_original_48",NA,"original_ft_exclude","original","10.1128/Spectrum.00392-21"
"Y. Sakai-Tagawa; S. Yamayoshi; P. J. Halfmann; Y. Kawaoka","Comparative Sensitivity of Rapid Antigen Tests for the Delta Variant (B.1.617.2) of SARS-CoV-2","https://doi.org/10.3390/v13112183","",NA,NA,NA,NA,NA,"sr2_original_49",NA,"original_ft_exclude","original","10.3390/v13112183"
"G. L. G. G. F. G. P. L. N. S. D. H. B. L. G.
Salvagno","Clinical Assessment of the DiaSorin LIAISON SARS-CoV-2 Ag Chemiluminescence Immunoassay","PMID: 34421491","",NA,NA,NA,NA,NA,"sr2_original_50",NA,"original_ft_exclude","original",NA
"J. P. H. Schoeber; J. M. Schlaghecke; B.
M. J. Meuwissen; M. van Heertum; A. J. C. van den Brule; A. J. M. Loonen","Comprehensive analytical and clinical evaluation of a RNA extraction-free saliva- based molecular assay for SARS-CoV-2","https://doi.org/10.1371/journal.pone.0268082","",NA,NA,NA,NA,NA,"sr2_original_51",NA,"original_ft_exclude","original","10.1371/journal.pone.0268082"
"A. Sisay; S. Hartnack; A. Tiruneh; Y. Desalegn; A. Tesfaye; A. F. Desta","Evaluating diagnostic accuracies of Panbio™ COVID-19 rapid antigen test and RT- PCR for the detection of SARS-CoV-2 in Addis Ababa, Ethiopia using Bayesian Latent-Class Models (BLCM)","https://doi.org/10.1101/2022.04.25.22274285","",NA,NA,NA,NA,NA,"sr2_original_52",NA,"original_ft_exclude","original","10.1101/2022.04.25.22274285"
"J. Tembo; N. F. Egbe; K. Maluzi; K. Mulonga; M. Chilufya; N. Kapata; V. Mukonka; E. Simulundu; A. Zumla; S. Fwoloshi; L. Mulenga; S. R. Pallerla; T. P. Velavan; M. Bates","Evaluation of SARS-CoV-2 diagnostics and risk factors associated with SARS-CoV-2 infection in Zambia","https://doi.org/10.1016/j.ijid.2022.04.017","",NA,NA,NA,NA,NA,"sr2_original_53",NA,"original_ft_exclude","original","10.1016/j.ijid.2022.04.017"
"I. Thomas; I. Angelika; P. Diana; M. Peter","Evaluation of the specificity and accuracy of SARS-CoV-2 rapid antigen self-tests
compared to RT-PCR from 1015 asymptomatic volunteers","authors do not match titel","",NA,NA,NA,NA,NA,"sr2_original_54",NA,"original_ft_exclude","original",NA
"J. Walish; J. Cox; J. Boone; J. Stone; N. Henderson; M. Maloney; J. Ma; J. Maa; N. On; K. Petre; B. G. Goodwin; S. Sozhamannan; R. Deans","Halo-A Universal Fluorescence Reader Based Threat Agent Detection Platform-A Proof of Concept Study Using SARS-CoV-2 Assays","doi: 10.3389/fpubh.2022.852083","",NA,NA,NA,NA,NA,"sr2_original_55",NA,"original_ft_exclude","original","10.3389/fpubh.2022.852083"
"G. Visci; C. Zunarelli; F. Violante; P. Boffetta","Application of SARS-CoV-2 Antigenic Test in asymptomatic workers: sensitivity and specificity of the test","DOI: 10.23749/mdl.v112i5.12097","",NA,NA,NA,NA,NA,"sr2_original_56",NA,"original_ft_exclude","original","10.23749/mdl.v112i5.12097"
"B. Casati; J. P. Verdi; A. Hempelmann; M. Kittel; A. G. Klaebisch; B. Meister; S. Welker; S. Asthana; S. Di Giorgio; P. Boskovic; K. H. Man; M. Schopp; P. A. Ginno; B. Radlwimmer; C. E. Stebbins; T. Miethke; F. N. Papavasiliou; R. Pecori","Rapid, adaptable and sensitive Cas13-based COVID-19 diagnostics using ADESSO","https://doi.org/10.1038/s41467-022-30862-y","",NA,NA,NA,NA,NA,"sr2_original_57",NA,"original_ft_exclude","original","10.1038/s41467-022-30862-y"
"F. Colavita; F. Vairo; S. Meschi; M. B. Valli;
E. Lalle; C. Castilletti; D. Fusco; G. Spiga;
P. Bartoletti; S. Ursino; M. Sanguinetti; A. Di Caro; F. Vaia; G. Ippolito; M. R. Capobianchi","Covid-19 rapid antigen test as screening strategy at points of entry: Experience in lazio region, central italy, august–october 2020","https://doi.org/10.3390/biom11030425","",NA,NA,NA,NA,NA,"sr2_original_58",NA,"original_ft_exclude","original","10.3390/biom11030425"
"A. Slynko","Assessing the accuracy of an imperfect dichotomous test in a multiple testing context","https://doi.org/10.1016/j.mbs.2021.108729","",NA,NA,NA,NA,NA,"sr2_original_59",NA,"original_ft_exclude","original","10.1016/j.mbs.2021.108729"
"C. Hartard; S. Berger; T. Josse; E.
Schvoerer; H. Jeulin","Performance evaluation of an automated SARS-CoV-2 Ag test for the diagnosis of
COVID-19 infection on nasopharyngeal swabs","https://doi.org/10.1515/cclm-2021-0569","",NA,NA,NA,NA,NA,"sr2_original_60",NA,"original_ft_exclude","original","10.1515/cclm-2021-0569"
"","Rapid Diagnostic Test for COVID-19 Based on Antibody Detection (YCOVID)","ClinicalTrials.gov Identifier: NCT04490837","",NA,NA,NA,NA,NA,"sr2_original_61",NA,"original_ft_exclude","original",NA
"","Open Label, Single-Center Study Utilizing BIOZEK COVID-19 Antigen Rapid Test","ClinicalTrials.gov Identifier: NCT04926779","",NA,NA,NA,NA,NA,"sr2_original_62",NA,"original_ft_exclude","original",NA
"","COVID-19 Contact Study by Antigen Detection Test","ClinicalTrials.gov Identifier: NCT04745533","",NA,NA,NA,NA,NA,"sr2_original_63",NA,"original_ft_exclude","original",NA
"Anonymous null","Interim guidance on the use of the Abbott Panbio TM COVID-19 Antigen Rapid Test","https://doi.org/10.14745/ccdr.v47i01a04","",NA,NA,NA,NA,NA,"sr2_original_64",NA,"original_ft_exclude","original","10.14745/ccdr.v47i01a04"
"Araj G. F.Beaini M.Bizri N. A.Ghizzawi L.","Testing for COVID-19: When, who, and what test?","Embase Identification L2008406856","",NA,NA,NA,NA,NA,"sr2_original_65",NA,"original_ft_exclude","original",NA
"Benner Steven A.","Reagents to Chemically Tag Specific Coronavirus Spike Proteins","1R43AI162539-01","",NA,NA,NA,NA,NA,"sr2_original_66",NA,"original_ft_exclude","original",NA
"Bobrow Mark","A scalable aptamer-based electrochemical biosensor for rapid detection of SARS-
CoV-2 from saliva","1R44DE030842-01","",NA,NA,NA,NA,NA,"sr2_original_67",NA,"original_ft_exclude","original",NA
"Cui ZhanfengChang HongWang HuiLim BoonHsu Chia-ChenYu YejiongJia HuidongWang YunZeng YidaJi MengmengLiu WeizhiInverarity CatrionaHuang Wei E.","Development of a rapid test kit for SARS-CoV-2: an example of product design","https://doi.org/10.1007/s42242-020-00075-7","",NA,NA,NA,NA,NA,"sr2_original_68",NA,"original_ft_exclude","original","10.1007/s42242-020-00075-7"
"Diel RolandNienhaus Albert","Point-of-Care COVID-19 Antigen Testing in German Emergency Rooms – A Cost-
Benefit Analysis","https://doi.org/10.1016/j.pulmoe.2021.06.009","",NA,NA,NA,NA,NA,"sr2_original_69",NA,"original_ft_exclude","original","10.1016/j.pulmoe.2021.06.009"
"Eissa S.Alhadrami H. A.Al-Mozaini M.Hassan A. M.Zourob M.","Voltammetric-based immunosensor for the detection of SARS-CoV-2 nucleocapsid antigen","https://doi.org/10.1007/s00604-021-04867-1","",NA,NA,NA,NA,NA,"sr2_original_70",NA,"original_ft_exclude","original","10.1007/s00604-021-04867-1"
"Eissa ShimaaZourob Mohammed","Development of a Low-Cost Cotton-Tipped Electrochemical Immunosensor for the
Detection of SARS-CoV-2","https://dx.doi.org/10.1021/acs.analchem.0c04719","",NA,NA,NA,NA,NA,"sr2_original_71",NA,"original_ft_exclude","original","10.1021/acs.analchem.0c04719"
"Eshghifar N.Busheri A.Shrestha R.Beqaj S.","Evaluation of analytical performance of seven rapid antigen detection kits for detection of SARS-CoV-2 virus","http://doi.org/10.2147/IJGM.S297762","",NA,NA,NA,NA,NA,"sr2_original_72",NA,"original_ft_exclude","original","10.2147/IJGM.S297762"
"Guglielmi Giorgia","Rapid coronavirus tests: a guide for the perplexed","doi: https://doi.org/10.1038/d41586-021-00332-4","",NA,NA,NA,NA,NA,"sr2_original_73",NA,"original_ft_exclude","original","10.1038/d41586-021-00332-4"
"Gupta A.Anand A.Jain N.Goswami S.Ananthraj A.Patil S.Singh R.Kumar A.Shrivastava T.Bhatnagar S.Medigeshi G. R.Sharma T. K.","A novel G-quadruplex aptamer-based spike trimeric antigen test for the detection of SARS-CoV-2","https://doi.org/10.1016/j.omtn.2021.06.014.","",NA,NA,NA,NA,NA,"sr2_original_74",NA,"original_ft_exclude","original","10.1016/j.omtn.2021.06.014"
"Hoehl SSchenk B.Rudych O.Göttig S.Foppa I.Kohmer N.Karaca O.Toptan T.Ciesek S","High-Frequency Self-Testing by Schoolteachers for Sars-Cov-2 Using a Rapid Antigen Test","www.medrxiv.org/content/10.1101/2020.11.02.20223859v1","",NA,NA,NA,NA,NA,"sr2_original_75",NA,"original_ft_exclude","original","10.1101/2020.11.02.20223859v1"
"Koller G.Morrell A. P.Galão R. P.Pickering S.MacMahon E.Johnson J.Ignatyev K.Neil
S. J. D.Elsharkawy S.Fleck R.Machado P.
M. P.Addison O.","More than the Eye Can See: Shedding New Light on SARS-CoV-2 Lateral Flow Device-Based Immunoassays","https://doi.org/10.1021/acsami.1c04283","",NA,NA,NA,NA,NA,"sr2_original_76",NA,"original_ft_exclude","original","10.1021/acsami.1c04283"
"Kotsiou O. S.Papagiannis D.Fradelos E. C.Perlepe G.Miziou A.Siachpazidou D. S.Gourgoulianis K. I.","Understanding covid-19 epidemiology and implications for control: The experience from a greek semi-closed community","https://doi.org/10.3390/jcm10132765","",NA,NA,NA,NA,NA,"sr2_original_77",NA,"original_ft_exclude","original","10.3390/jcm10132765"
